"Importado","AireAcondicionado","Codigo","Cilindraje","Potencia"
1,0,3012090,0,0
1,0,3012091,0,210
1,0,3012092,2600,127
1,0,3012093,5800,0
0,0,3012094,2184,99
1,1,3012095,6700,400
1,1,3012096,6700,300
1,0,3012097,2500,120
1,1,3020007,5000,195
1,1,3020009,5000,185
1,0,3020011,5800,0
1,1,3020017,5000,195
1,1,3020023,5400,260
1,1,3020025,5000,195
1,0,3020026,5000,195
1,1,3020028,5000,195
1,1,3020029,4600,231
1,0,3020030,2300,100
1,0,3020031,2300,100
1,1,3020033,5400,260
1,1,3020034,4600,231
1,1,3020035,2500,120
1,0,3020037,2500,120
1,1,3020038,5800,210
1,1,3020040,5400,260
1,0,3020041,5000,195
0,1,3020042,2600,127
0,1,3020043,2600,127
0,0,3020044,2200,99
1,1,3020045,5400,260
1,1,3020046,4600,231
1,1,3020050,5400,260
1,1,3020051,5400,260
1,1,3020054,5400,260
1,1,3020055,5400,260
1,1,3020057,5400,380
1,1,3020059,4600,231
0,1,3020060,2600,127
0,0,3020061,2200,99
1,0,3020062,4200,202
0,0,3020063,2200,99
1,1,3020064,4200,202
0,0,3020065,2200,99
1,0,3020067,5000,195
1,1,3020068,4600,231
0,0,3020071,2200,99
1,1,3020072,4900,150
1,0,3020073,2500,120
1,1,3020074,5400,260
1,0,3020075,4200,202
1,1,3020076,4000,160
0,1,3020077,2600,127
1,0,3020078,5800,210
1,1,3020079,5402,300
1,1,3020080,2300,100
0,0,3020081,2200,99
1,1,3020082,4000,160
1,1,3020083,4600,231
1,1,3020084,2300,143
0,0,3020085,2606,127
1,1,3020086,4600,248
1,1,3020087,5400,310
1,1,3020088,6200,411
1,1,3020089,4000,160
1,1,3020090,5800,218
1,1,3020091,3496,365
1,1,3020092,4000,160
1,1,3020093,6200,385
1,1,3020094,3496,365
1,1,3020095,3496,282
1,1,3020096,3496,450
1,1,3021002,7300,210
1,1,3021005,4000,213
1,0,3021006,2500,135
1,1,3021008,4000,213
1,1,3021012,4000,210
1,1,3021015,5400,260
1,1,3021016,4600,231
1,1,3021017,4000,210
1,1,3021018,4000,213
1,1,3021020,4600,231
1,1,3021023,5400,260
0,0,3021026,2200,99
0,1,3021028,2605,127
0,0,3021030,2200,99
1,1,3021032,4000,210
0,1,3021036,2600,127
1,1,3021038,6000,325
1,1,3021040,2300,0
1,1,3021042,5800,210
1,1,3021043,6000,275
1,1,3021044,5400,380
1,1,3021045,5402,300
1,1,3021046,4600,248
0,1,3021047,2605,127
1,1,3021048,5400,260
0,1,3021049,2600,127
0,1,3021050,2200,99
0,1,3021052,2499,140
1,1,3021053,6400,350
1,1,3021054,5409,310
1,1,3021055,6400,350
1,1,3021056,6000,325
1,1,3021057,5402,300
0,1,3021058,2499,140
0,1,3021059,2600,127
0,1,3021060,2200,99
1,1,3021061,2200,325
0,1,3021062,2499,140
1,1,3021063,3496,365
1,1,3021064,6200,411
1,1,3021065,6700,400
1,1,3021066,6700,400
1,1,3021067,3198,197
1,1,3021068,2198,123
1,1,3021069,5000,360
1,1,3021070,3496,365
1,1,3021071,3198,197
1,1,3021072,2198,123
1,1,3021073,3496,375
1,1,3021074,3496,365
1,1,3021075,3198,197
1,1,3021076,3198,197
1,1,3021077,2957,148
1,0,3022001,10000,240
1,0,3022002,0,0
1,0,3022004,5884,205
1,0,3022005,0,0
1,0,3022007,5884,175
1,1,3022008,0,0
1,0,3022009,0,0
1,0,3022011,8270,215
1,1,3022012,0,0
1,1,3022080,0,0
1,0,3022082,10000,0
1,0,3022083,5884,0
1,0,3026006,0,210
1,0,3026007,5884,205
1,0,3026009,8270,215
1,0,3026080,3920,125
1,0,3026081,0,0
1,0,3026082,5800,220
1,0,3026083,5884,175
1,0,3026084,0,0
1,0,3026085,5884,175
1,0,3026086,5884,190
1,0,3026087,0,0
1,0,3026088,10000,240
1,0,3117003,992,95
1,0,3117004,1380,96
1,0,3117005,744,48
1,0,3117006,1151,103
1,0,3117007,1151,106
1,0,3117008,744,48
1,1,3201001,1596,113
1,0,3201002,1499,77
1,1,3201003,1499,77
1,0,3201004,1499,77
1,0,3201005,1300,72
1,0,3201006,1300,72
1,1,3201008,2000,139
1,1,3201009,1800,105
1,0,3201016,1550,77
1,1,3201017,1499,107
1,1,3201018,1800,124
1,1,3201019,1499,95
1,0,3201023,1500,95
1,1,3201024,1800,128
1,1,3201025,3000,146
1,1,3201026,1800,128
1,1,3201027,1800,128
1,0,3201028,1341,84
1,1,3201031,1800,114
1,0,3201032,1341,84
1,0,3201033,1341,84
1,0,3201035,1499,95
1,0,3201038,1350,84
1,1,3201040,1499,95
1,0,3201045,1000,55
1,0,3201047,1499,95
1,0,3201048,1499,95
1,1,3201050,1975,145
1,0,3201051,1341,84
1,0,3201052,1341,84
1,0,3201053,1500,85
1,0,3201054,1300,85
1,0,3201055,1000,55
1,0,3201060,1499,95
1,0,3201061,1000,55
1,0,3201067,1499,95
1,0,3201068,1499,95
1,1,3201069,2000,141
1,1,3201070,2000,141
1,0,3201071,1599,79
1,0,3201075,1499,95
1,0,3201080,2000,141
1,0,3201081,2000,141
1,0,3201082,1500,85
1,0,3201085,1495,95
1,0,3201087,1499,95
1,1,3201088,1975,145
1,0,3201089,1000,55
1,0,3201090,1499,95
1,0,3201091,1500,85
1,0,3201092,1499,95
1,0,3201093,1499,95
1,0,3201094,1495,95
1,0,3201095,1495,84
1,1,3201097,1599,107
1,0,3201098,1495,95
1,1,3201099,1599,107
1,0,3201100,1499,95
1,0,3201102,1599,107
1,0,3201105,1495,95
1,0,3201108,1341,84
1,0,3201109,1495,95
1,1,3201117,1500,72
1,0,3201120,1341,84
1,0,3201122,1341,0
1,1,3201123,4498,261
1,0,3201127,2000,141
1,0,3201132,1500,95
1,0,3201133,1000,55
1,0,3201139,1341,84
1,0,3201140,1341,84
1,0,3201144,1100,62
1,0,3201148,1341,84
1,1,3201150,2656,172
1,0,3201152,1100,62
1,1,3201153,1500,72
1,1,3201154,2359,161
1,1,3201155,2359,161
1,1,3201157,1100,62
1,0,3201158,1341,84
1,0,3201159,1341,84
1,1,3201160,1341,84
1,1,3201161,1341,84
1,1,3201162,1341,84
1,1,3201163,1495,95
1,1,3201164,1495,95
1,1,3201165,1341,84
1,1,3201166,1495,95
1,0,3201167,1341,84
1,0,3201169,1500,95
1,0,3201170,1500,95
1,0,3201171,1350,0
1,0,3201173,1500,95
1,0,3201174,1500,95
1,1,3201177,1499,95
1,0,3201178,1341,84
1,0,3201181,2000,141
1,0,3201182,2000,141
1,0,3201183,2000,141
1,0,3201184,2000,141
1,1,3201185,1499,95
1,1,3201186,1499,95
1,0,3201192,2000,141
1,0,3201193,1400,95
1,0,3201194,1400,95
1,0,3201196,1499,95
1,0,3201198,1399,95
1,0,3201201,1499,95
1,0,3201202,1399,95
1,0,3201203,1399,95
1,0,3201204,1599,112
1,1,3201207,1599,112
1,1,3201208,1399,95
1,1,3201209,1400,95
1,0,3201211,1500,77
1,1,3201216,1975,141
1,1,3201217,1975,141
1,1,3201218,1975,141
1,1,3201219,1975,141
1,1,3201220,1975,141
1,1,3201221,1975,141
1,0,3201222,1399,95
1,0,3201223,1399,95
1,0,3201224,1399,95
1,0,3201225,1599,112
1,0,3201226,1599,112
1,0,3201227,1399,95
1,1,3201228,2359,161
1,1,3201229,2359,161
1,1,3201230,1596,113
1,0,3201231,1599,107
1,1,3201232,1599,107
1,1,3201233,1975,141
1,1,3201234,1975,141
1,0,3201235,1086,65
1,1,3201236,2000,140
1,1,3201237,2000,140
1,1,3201238,2000,139
1,1,3201239,1086,65
1,0,3201240,1975,145
1,1,3201241,1975,145
1,1,3201242,2700,172
1,0,3201243,1086,65
1,0,3201244,1599,112
1,1,3201245,2000,210
1,1,3201246,1500,77
1,0,3201247,1599,112
1,0,3201248,1248,75
1,0,3201249,1248,75
1,0,3201250,1599,112
1,1,3201251,1800,124
1,0,3201252,1341,84
1,1,3201253,2000,140
1,0,3201254,1800,128
1,1,3201255,4627,366
1,1,3201256,1600,124
1,1,3201257,1600,124
1,1,3201258,1600,124
1,1,3201259,1600,124
1,1,3201260,1600,124
1,1,3201261,2359,176
1,0,3201262,1396,106
1,0,3201263,1396,106
1,0,3201264,1591,122
1,0,3201265,1591,122
1,0,3201266,1000,55
1,1,3201267,3497,205
1,1,3201268,1591,122
1,1,3201269,1591,122
1,1,3201270,1797,148
1,1,3201271,1797,148
1,1,3201272,1797,148
1,1,3201273,1797,148
1,0,3201274,1086,65
1,1,3201275,1797,148
1,1,3201276,1591,128
1,1,3201277,1591,128
1,1,3201278,1591,128
1,1,3201279,1591,128
1,1,3201280,1591,128
1,0,3201281,1396,106
1,0,3201282,1396,106
1,0,3201283,1591,122
1,1,3201284,1591,122
1,1,3201285,1591,122
1,1,3201286,1591,128
1,1,3201287,1591,128
1,0,3201288,1000,55
1,0,3201289,1599,107
1,1,3201290,1599,107
1,0,3201291,1499,95
1,0,3201292,1499,95
1,1,3201293,2000,131
1,1,3201294,1086,65
1,0,3201295,1086,65
1,0,3201296,1086,65
1,0,3201297,1086,65
1,0,3201298,1086,65
1,0,3201299,1591,122
1,1,3201300,1396,106
1,1,3201301,1396,106
1,1,3201302,1396,106
1,0,3201303,1086,65
1,1,3201304,2999,247
1,1,3201305,2000,256
1,0,3201306,1086,65
1,0,3201307,1086,68
1,1,3201308,1591,128
1,1,3201309,1591,128
1,1,3201310,1591,128
1,1,3201311,1797,148
1,1,3201312,1797,148
1,1,3201313,1797,148
1,1,3201314,1797,148
1,1,3201315,1797,148
1,1,3201316,1999,167
1,1,3201317,1797,148
1,1,3201318,1591,128
1,1,3201319,1591,128
1,1,3201320,1495,92
1,0,3201321,814,55
1,1,3201322,814,55
1,0,3201323,998,65
1,1,3201324,998,65
1,1,3201325,1248,86
1,1,3201326,1248,86
1,1,3201327,1797,148
1,1,3201328,1797,148
1,1,3201329,1591,122
1,1,3201330,1248,86
1,1,3201331,1248,86
1,1,3201332,1797,148
1,1,3201333,814,55
1,1,3201334,1591,122
1,0,3201335,1248,65
1,1,3201336,1248,86
1,1,3201337,1368,100
1,1,3201338,1368,100
1,1,3201339,1368,100
1,1,3201340,1591,130
1,1,3201341,1591,204
1,1,3201342,1999,156
1,0,3201343,814,56
1,1,3201344,1591,130
1,1,3201345,1591,124
1,1,3201346,1591,128
1,1,3201347,1591,128
1,1,3201348,1086,68
1,1,3201349,814,56
1,1,3201350,814,56
1,1,3201351,1591,124
1,1,3201352,1248,88
1,0,3203002,3300,100
1,0,3203004,11149,0
1,0,3203005,4000,130
1,0,3203006,3907,130
1,0,3203007,3907,130
1,0,3203008,3298,115
1,0,3203009,4000,130
1,0,3203010,11149,285
1,0,3203011,2500,83
1,1,3203012,2500,83
1,1,3203013,2476,84
1,0,3203014,11149,290
1,0,3203015,2351,110
1,0,3203016,3907,120
1,1,3203017,3907,130
1,0,3203018,2600,120
1,0,3203019,2400,120
1,0,3203020,2476,84
1,0,3203021,6606,192
1,0,3203022,3300,85
1,0,3203023,3907,120
1,0,3203024,3907,131
1,0,3203025,3907,140
1,0,3203026,3907,140
1,1,3203027,3907,138
1,1,3203028,2400,120
1,0,3203029,3600,120
1,0,3203030,3907,140
1,1,3203031,3907,138
1,0,3203032,6606,192
1,0,3203033,3907,140
1,1,3203034,2476,98
1,0,3203035,3907,131
1,0,3203036,3907,140
1,0,3203037,3907,140
1,0,3203038,3907,140
1,0,3203039,3907,140
1,0,3203040,3933,150
1,0,3204001,2607,86
1,0,3204003,3300,100
1,0,3204005,4000,130
1,0,3204006,3907,120
1,0,3204007,3298,115
1,0,3204009,2607,79
1,0,3204014,6606,192
1,0,3204015,11149,340
1,0,3204016,12920,375
1,0,3204017,2500,0
1,0,3204019,3907,140
1,0,3204020,3907,120
1,0,3204021,3907,140
1,0,3204022,2476,75
1,0,3204023,2476,94
1,0,3204024,11149,286
1,0,3204025,3907,120
1,0,3204026,3933,150
1,0,3206001,3000,85
1,1,3206003,2400,120
1,0,3206005,2500,79
1,0,3206007,2400,120
1,1,3206008,1800,128
1,0,3206011,2400,120
1,1,3206015,2000,0
1,1,3206016,2351,110
1,1,3206019,2000,0
1,1,3206020,2000,0
1,0,3206028,2600,0
1,1,3206030,1800,123
1,0,3206036,2351,110
1,0,3206047,2476,84
1,0,3206048,2476,84
1,1,3206052,2476,84
1,1,3206054,2351,110
1,1,3206056,2476,83
1,1,3206057,1975,142
1,1,3206058,1975,142
1,1,3206059,1991,112
1,1,3206060,1991,112
1,1,3206061,1991,112
1,1,3206062,2700,188
1,0,3206063,2500,83
1,1,3206064,2500,83
1,1,3206065,1998,164
1,1,3206066,1998,164
1,1,3206067,1995,175
1,1,3206068,2349,172
1,1,3206069,1995,175
1,1,3206070,1998,164
1,1,3206071,2959,240
1,1,3206072,2349,172
1,1,3206073,3778,260
1,1,3206074,2959,240
1,1,3206075,3778,260
1,1,3206076,2199,194
1,1,3206077,2199,194
1,1,3206078,2359,173
1,1,3206079,2359,173
1,1,3206080,1999,156
1,1,3206081,2476,98
1,1,3206082,1999,154
1,1,3206083,1999,154
1,1,3206084,1999,154
1,1,3206085,1999,154
1,1,3206086,1591,123
1,1,3206087,1591,123
1,1,3206088,1591,123
1,1,3206089,1999,156
1,1,3206090,1999,155
1,1,3206091,1999,155
1,1,3206092,3342,270
1,0,3207002,2500,79
1,0,3207004,2600,0
1,0,3207005,2607,79
1,0,3207008,2400,0
1,0,3207009,2500,83
1,1,3207010,2500,83
1,0,3207011,2359,168
1,1,3207012,2476,98
1,1,3207013,2497,135
1,1,3208002,2700,170
1,1,3208003,2400,150
1,1,3208004,3497,198
1,1,3208005,2476,100
1,1,3208006,3497,197
1,1,3208007,2476,100
1,1,3208009,1975,142
1,1,3208011,2656,175
1,1,3208013,3497,197
1,1,3208016,1975,142
1,1,3208017,2400,150
1,1,3208018,2700,188
1,1,3208019,2700,188
1,1,3208021,1975,142
1,1,3208022,2700,188
1,1,3208023,2700,188
1,1,3208024,2959,240
1,1,3208025,3778,260
1,1,3208026,1991,112
1,1,3208027,2959,240
1,1,3208028,3778,260
1,1,3208029,1991,112
1,1,3208030,2188,150
1,1,3208031,1975,142
1,1,3208032,1991,112
1,1,3208033,1998,164
1,1,3208034,1998,164
1,1,3208035,2359,175
1,1,3208036,2188,150
1,1,3208037,1995,175
1,1,3208038,2349,172
1,1,3208039,2349,172
1,1,3208040,2349,172
1,1,3208041,2349,172
1,1,3208042,2199,194
1,1,3208043,1995,175
1,1,3208044,1995,175
1,1,3208045,2199,194
1,1,3208046,3342,242
1,1,3208047,3470,276
1,1,3208048,2199,194
1,1,3208049,2359,173
1,1,3208050,3342,266
1,1,3208051,3342,266
1,1,3208052,1998,164
1,1,3208053,1999,156
1,1,3208054,1999,154
1,1,3208055,1999,154
1,1,3208056,1999,154
1,0,3210001,3907,120
1,0,3210002,4000,130
1,0,3210003,3907,140
1,0,3210004,3907,120
1,0,3210005,3907,140
1,0,3211002,2607,79
1,0,3211003,3300,100
1,0,3211004,2607,86
1,0,3211005,4000,130
1,0,3211006,3298,115
1,0,3211008,6606,192
1,0,3211009,11149,285
1,0,3211010,11149,330
1,0,3211011,11149,290
1,0,3211012,3907,120
1,0,3211013,2500,0
1,0,3211014,3907,120
1,0,3211015,3907,140
1,0,3211016,3907,140
1,0,3211017,11149,380
1,0,3211018,2476,94
1,0,3211019,12920,375
1,0,3211020,11149,286
1,0,3211021,3907,120
1,0,3211022,3907,140
1,0,3211023,3907,140
1,0,3211024,3907,140
1,0,3211025,12920,380
1,0,3211026,3907,140
1,0,3211027,3933,150
1,0,3211028,3933,150
1,0,3211029,3933,150
1,0,3211030,3933,150
1,0,3212004,2607,86
1,0,3212005,2607,86
1,0,3212006,4000,130
1,0,3212007,3298,115
1,0,3212009,2607,79
1,0,3212080,3300,100
1,0,3212081,6606,192
1,0,3212082,2607,79
1,0,3212083,4000,130
1,0,3212084,3907,120
1,0,3212085,3907,120
1,0,3212086,6606,192
1,0,3212087,2500,0
1,0,3212088,2500,0
1,0,3212089,3907,120
1,0,3212090,3907,140
1,0,3212091,3907,120
1,0,3212092,3907,140
1,0,3212093,3907,140
1,0,3212094,3907,140
1,0,3212095,2476,75
1,0,3212096,2476,75
1,0,3212097,12920,380
1,0,3212098,3907,120
1,0,3212099,3933,150
1,0,3212100,3933,150
1,0,3212101,3933,150
1,1,3222001,12920,404
1,0,3222002,11149,286
1,1,3222003,12920,404
1,0,3226001,12920,380
1,0,3226002,11149,330
1,0,3226003,6606,192
1,0,3226004,11149,290
1,0,3226005,3907,120
1,0,3226006,12920,375
1,0,3226007,11149,380
1,0,3226008,11149,340
1,0,3226009,11149,286
1,0,3226010,12920,380
1,0,3226011,3907,140
1,0,3317005,1338,55
1,0,3317006,1338,56
1,0,3317007,883,0
1,0,3317008,1338,56
1,0,3317009,1338,67
1,0,3317010,1448,0
1,0,3317012,1448,0
1,0,3317013,1685,0
1,0,3317014,883,0
1,0,3317015,883,0
1,0,3317016,883,0
1,0,3317017,1199,0
1,0,3317018,1449,0
1,0,3317019,1449,0
1,0,3317020,1449,0
1,0,3317021,1448,0
1,0,3317022,1448,0
1,0,3317023,1448,0
1,0,3317024,1448,0
1,0,3317025,1448,0
1,0,3317026,1448,0
1,0,3317027,1448,0
1,0,3317028,1448,0
1,0,3317029,1448,0
1,0,3317030,1448,0
1,0,3317031,1690,0
1,0,3317032,1130,120
1,0,3317033,1130,120
1,0,3317034,1130,115
1,0,3317035,1250,0
1,0,3317036,1199,0
1,0,3317037,1448,0
1,0,3317038,1584,0
1,0,3317039,1130,120
1,0,3317040,1337,49
1,0,3317041,1130,115
1,0,3317042,1199,0
1,0,3317043,1584,0
1,0,3317044,1250,125
1,0,3317045,1584,0
1,0,3317046,1584,0
1,0,3317047,883,0
1,0,3317048,1584,0
1,0,3317049,883,0
1,0,3317050,1584,0
1,0,3317051,1584,0
1,0,3317052,1202,0
1,0,3317053,1690,0
1,0,3317054,1584,0
1,0,3317055,1690,0
1,0,3317056,1250,0
1,0,3317057,1250,0
1,0,3317058,1690,0
1,0,3317059,1202,0
1,0,3317060,1690,0
1,0,3317061,1690,0
1,0,3317062,1802,0
1,0,3317063,1690,0
1,0,3317064,1690,0
1,0,3317065,1690,0
1,0,3317066,1690,0
1,0,3317067,1690,0
1,0,3317068,1690,0
1,0,3317069,1690,0
1,0,3317070,1690,0
1,0,3317071,1690,0
1,0,3317072,1801,0
1,0,3317073,1690,0
1,0,3317074,1690,0
1,0,3317075,749,0
1,0,3317076,1801,0
1,0,3317077,1801,0
1,0,3317078,1690,0
1,0,3317079,1690,0
1,0,3317080,1573,0
1,0,3317081,1690,0
1,0,3317082,1801,0
1,0,3317083,1746,0
1,0,3319001,1690,0
1,0,3401002,1600,78
1,1,3401003,2200,138
1,0,3401004,1600,78
1,0,3401005,1600,78
1,0,3401007,1800,72
1,0,3401008,1800,72
1,0,3401010,1600,68
1,1,3401013,2200,138
1,1,3401014,2200,138
1,1,3401015,2000,138
1,1,3401016,2000,138
1,1,3401018,1493,105
1,1,3401019,1493,105
1,1,3401021,1590,131
1,1,3401022,3200,200
1,1,3401023,2200,190
1,1,3401024,1800,135
1,1,3401027,1493,105
1,1,3401028,1590,131
1,1,3401029,1800,135
1,1,3401030,1493,105
1,1,3401032,1590,131
1,1,3401034,1493,105
1,1,3401035,2156,138
1,1,3401036,1493,105
1,1,3401037,1493,102
1,1,3401038,2156,138
1,1,3401039,1590,125
1,1,3401040,1590,125
1,1,3401041,1493,105
1,1,3401042,1590,106
1,1,3401043,2156,138
1,1,3401044,2156,138
1,1,3401045,2156,138
1,1,3401046,1590,127
1,1,3401047,1590,127
1,1,3401048,1590,106
1,1,3401051,2997,200
1,1,3401052,2254,150
1,1,3401053,2997,240
1,1,3401054,1493,105
1,1,3401057,1400,90
1,1,3401058,1668,115
1,1,3401059,1668,115
1,1,3401061,1343,73
1,1,3401062,2254,150
1,1,3401064,1493,102
1,1,3401066,1590,160
1,1,3401067,2254,135
1,1,3401068,2254,135
1,1,3401069,1668,127
1,1,3401070,1340,83
1,1,3401073,1340,83
1,1,3401074,1668,127
1,1,3401076,3500,225
1,1,3401077,1668,115
1,1,3401079,1668,115
1,1,3401080,2354,166
1,1,3401082,1400,90
1,1,3401083,2700,170
1,1,3401085,1340,83
1,1,3401087,1340,83
1,1,3401089,1600,125
1,1,3401092,1590,160
1,1,3401093,1668,127
1,1,3401094,1668,127
1,1,3401097,2254,150
1,1,3401098,1340,83
1,1,3401099,1340,83
1,1,3401100,1496,110
1,1,3401101,1496,110
1,1,3401102,2354,166
1,0,3401104,1600,68
1,1,3401105,1798,140
1,1,3401106,1798,140
1,1,3401107,1798,140
1,1,3401108,1798,140
1,1,3401109,1798,140
1,1,3401110,1798,140
1,1,3401111,1590,127
1,1,3401112,1998,197
1,1,3401113,1798,140
1,1,3401114,1998,197
1,1,3401115,1798,140
1,1,3401116,1496,110
1,1,3401117,2354,166
1,1,3401118,1590,127
1,1,3401119,3500,268
1,1,3401120,3500,268
1,1,3401121,1800,135
1,1,3401122,1800,135
1,1,3401123,3500,290
1,1,3401124,2200,138
1,1,3401125,2157,195
1,1,3401126,1340,100
1,1,3401127,1340,100
1,1,3401128,1340,100
1,1,3401129,1340,100
1,1,3401130,1493,105
1,1,3401131,2000,120
1,1,3401132,1800,135
1,1,3401133,1800,135
1,0,3401134,1600,78
1,0,3401135,1600,78
1,0,3401136,1600,78
1,1,3401137,2200,138
1,1,3401138,2200,138
1,1,3401139,2400,177
1,1,3401140,1500,120
1,0,3401141,1335,55
1,1,3401142,1590,131
1,1,3401143,1997,148
1,1,3401144,1997,148
1,1,3401145,1798,140
1,1,3401146,1798,140
1,1,3401147,1798,140
1,1,3401148,2997,240
1,1,3401149,1590,131
1,1,3401150,2354,202
1,1,3401151,2056,145
1,1,3401152,1493,105
1,1,3401153,1339,100
1,1,3401154,1339,100
1,1,3401155,1498,130
1,1,3401156,1799,140
1,1,3401157,1498,130
1,1,3401158,1498,130
1,1,3401159,3500,268
1,1,3401160,3471,276
1,1,3401161,1498,170
1,1,3406002,2200,138
1,1,3406003,2156,140
1,1,3406005,2000,120
1,1,3406006,2000,120
1,1,3406007,2000,120
1,1,3406009,2000,120
1,1,3406010,2400,160
1,1,3406012,2400,160
1,1,3406016,2400,160
1,1,3406020,3500,255
1,1,3406022,3471,210
1,1,3406023,2300,150
1,1,3406024,3471,248
1,1,3406025,2400,166
1,1,3406026,2354,185
1,1,3406027,3471,253
1,1,3406028,2354,185
1,1,3406029,2354,184
1,1,3406030,3471,280
1,1,3406031,1799,141
1,1,3406032,1799,141
1,1,3406033,1799,141
1,1,3406034,1496,118
1,1,3406035,1496,118
1,1,3408001,3200,188
1,1,3408002,3200,188
1,1,3408008,2400,160
1,1,3408011,3471,244
1,1,3408044,2354,166
1,1,3408045,2354,166
1,1,3408046,2354,166
1,1,3408047,2354,166
1,1,3408048,3471,255
1,1,3408049,2354,185
1,1,3408050,2354,185
1,1,3408051,3471,278
1,1,3408052,3471,253
1,1,3408053,2354,185
1,1,3408054,2354,185
1,1,3408055,2354,185
1,1,3408056,3471,280
1,1,3408057,1498,188
0,0,3417005,70,6
1,0,3417010,988,96
1,0,3417017,399,53
1,0,3417025,627,63
1,0,3417026,747,74
1,0,3417028,599,100
1,0,3417032,194,17
1,0,3417044,400,56
1,0,3417051,79,7
1,0,3417052,800,76
1,0,3417054,72,6
1,0,3417059,100,9
1,0,3417063,124,12
1,0,3417069,180,16
1,0,3417088,249,29
1,0,3417091,197,17
1,0,3417093,249,23
1,0,3417099,591,27
0,0,3417100,124,13
0,0,3417101,124,10
0,0,3417102,97,7
1,0,3417103,742,60
1,0,3417104,124,11
1,0,3417105,156,13
0,0,3417106,197,18
0,0,3417108,125,8
1,0,3417109,998,135
1,0,3417110,85,7
1,0,3417112,954,152
1,0,3417113,647,53
1,0,3417114,125,9
1,0,3417115,745,45
0,0,3417116,97,8
0,0,3417117,125,9
1,0,3417118,244,0
1,0,3417119,99,10
1,0,3417120,249,0
0,0,3417121,97,8
0,0,3417122,149,13
1,0,3417123,599,115
1,0,3417124,97,8
1,0,3417125,919,110
1,0,3417126,998,172
1,0,3417127,449,49
1,0,3417128,49,3
1,0,3417129,1099,60
1,0,3417130,1099,50
1,0,3417131,599,114
0,0,3417132,125,11
1,0,3417133,649,60
0,0,3417134,125,10
0,0,3417135,109,9
0,0,3417136,124,11
0,0,3417137,149,14
1,0,3417138,1300,72
1,0,3417139,1832,118
1,0,3417140,449,55
0,0,3417141,97,7
1,0,3417142,583,43
1,0,3417143,599,118
1,0,3417144,599,118
1,0,3417145,250,26
1,0,3417146,782,100
1,0,3417147,680,59
0,0,3417148,149,13
1,0,3417149,998,129
1,0,3417150,644,82
1,0,3417151,644,57
1,0,3417152,644,44
1,0,3417153,599,101
1,0,3417154,1312,0
1,0,3417155,599,100
1,0,3417156,670,47
0,0,3417157,125,9
1,0,3417158,1237,127
1,0,3417159,1312,58
0,0,3417160,109,8
1,0,3417161,745,54
0,0,3417162,149,14
0,0,3417163,125,9
1,0,3417164,1237,127
1,0,3417165,745,54
1,0,3417166,250,26
0,0,3417167,149,12
0,0,3417168,125,11
0,0,3417169,125,10
1,0,3417170,471,47
0,0,3417171,109,8
1,0,3417172,999,176
0,0,3417173,292,26
1,0,3417174,471,47
1,0,3417175,471,47
1,0,3417176,782,104
0,0,3417177,125,9
0,0,3417178,184,16
0,0,3417179,109,8
1,0,3417180,998,94
1,0,3417181,998,94
1,0,3417182,998,94
0,0,3417183,163,15
0,0,3417184,163,15
1,0,3417185,249,22
1,0,3417186,184,16
0,0,3417187,125,10
1,0,3417188,745,54
1,0,3417189,149,13
0,0,3417190,109,8
0,0,3417191,109,9
1,0,3418001,125,9
1,0,3418002,748,100
1,0,3418003,1500,98
1,0,3418004,600,79
1,0,3418006,100,8
1,0,3418007,644,76
1,0,3418008,750,84
1,0,3418009,97,7
1,0,3418010,583,50
1,0,3418011,86,0
1,0,3418014,450,38
1,0,3418017,900,96
0,0,3418018,97,8
1,0,3418019,98,8
1,0,3418020,397,34
1,0,3418029,234,20
0,0,3418030,97,8
1,0,3418031,282,0
1,0,3418032,125,11
1,0,3418034,745,84
0,0,3418036,124,13
0,0,3418037,97,8
1,0,3418038,1100,92
1,0,3418039,156,13
1,0,3418042,350,16
1,0,3418043,397,38
1,0,3418047,97,8
1,0,3418049,583,50
1,0,3418051,996,92
1,0,3418054,102,7
1,0,3418055,97,8
1,0,3418056,1312,74
1,0,3418057,250,22
1,0,3418058,223,19
0,0,3418060,97,7
1,0,3418061,649,0
1,0,3418062,98,7
1,0,3418063,97,7
1,0,3418065,125,0
1,0,3418067,102,7
1,0,3418068,150,15
1,0,3418069,249,21
1,0,3418070,97,8
1,0,3418073,223,17
1,0,3418076,249,35
1,0,3419002,475,0
1,0,3419003,229,0
1,0,3419004,675,0
1,0,3419005,397,0
1,0,3419006,420,26
1,0,3419007,397,32
1,0,3419008,329,0
1,0,3419009,420,0
1,1,3421001,3471,250
1,1,3421002,3471,280
1,0,3504001,0,320
1,0,3522001,0,0
1,0,3526001,4700,190
1,0,3603001,7600,0
1,0,3603002,7600,0
1,0,3603003,7300,0
1,0,3603081,7600,215
1,0,3603082,7636,175
1,0,3603083,7600,215
1,0,3603084,4800,148
1,0,3603085,7200,222
1,0,3603086,7600,195
1,0,3603087,7200,222
1,0,3603088,4800,148
1,0,3603089,4748,182
1,0,3604005,5900,180
1,0,3604010,0,0
1,0,3604011,7600,190
1,0,3604013,0,300
1,0,3604016,7600,0
1,1,3604017,7636,215
1,1,3604018,7636,215
1,1,3604022,8685,275
1,1,3604023,7633,250
1,0,3604080,7636,195
1,0,3604082,7600,0
