"Importado","AireAcondicionado","Codigo","Cilindraje","Potencia"
1,1,6206083,1998,143
1,1,6206084,1998,116
1,1,6206085,2360,165
1,1,6206086,2998,227
1,1,6206087,1998,143
1,1,6206088,1998,147
1,1,6206089,2477,134
1,1,6206090,2998,215
1,1,6206091,1998,148
1,1,6206092,1998,148
1,1,6206093,1998,148
1,0,6207001,1997,114
1,0,6207002,2477,74
1,0,6207003,2477,98
1,1,6207004,1997,114
1,1,6207005,2477,74
1,1,6207006,2477,98
1,0,6208001,2555,113
1,0,6208002,2555,113
1,1,6208003,2555,113
1,1,6208006,2555,113
0,0,6208007,2555,113
0,0,6208008,2555,113
0,0,6208009,2555,113
0,0,6208010,2555,113
0,1,6208011,2555,113
0,1,6208012,2555,113
1,1,6208015,3000,148
0,1,6208016,2555,113
1,1,6208019,3000,148
1,1,6208020,3000,148
0,1,6208021,2555,113
1,1,6208022,3000,148
1,1,6208026,3000,148
1,1,6208029,3000,148
0,0,6208030,2400,113
0,1,6208031,2972,148
1,1,6208034,3000,177
1,1,6208035,3000,177
1,1,6208036,3000,177
1,1,6208037,3500,200
1,1,6208039,3500,200
1,1,6208040,3500,200
1,1,6208041,3500,200
1,1,6208043,1800,115
1,1,6208045,1600,102
0,1,6208046,3000,148
1,1,6208047,3000,177
1,1,6208051,3000,177
1,1,6208052,2555,113
1,1,6208053,2972,148
1,1,6208056,3000,177
1,1,6208060,3500,200
1,1,6208061,3500,200
1,1,6208063,3000,148
0,1,6208069,3000,148
0,1,6208070,3000,148
1,1,6208071,2476,105
1,1,6208075,2378,161
1,1,6208076,2378,161
1,1,6208079,3500,200
1,1,6208080,3828,200
1,1,6208081,3828,200
1,1,6208082,3828,225
0,1,6208084,2400,0
1,1,6208089,3200,162
1,1,6208090,3000,148
1,1,6208093,3500,200
1,1,6208098,3828,200
1,1,6208099,2555,113
1,1,6208101,3000,177
1,1,6208102,3000,177
1,1,6208114,2835,125
1,1,6208115,3200,162
1,1,6208116,3200,162
1,1,6208117,3200,162
1,1,6208118,3200,162
1,1,6208119,3200,162
1,1,6208120,3828,244
1,1,6208121,3828,247
1,1,6208122,3828,247
1,1,6208123,3828,247
1,1,6208124,2835,123
1,1,6208125,2835,123
1,1,6208126,2998,217
1,1,6208127,2477,99
1,1,6208128,2998,217
1,1,6208129,2360,167
1,1,6208130,2555,113
1,1,6208131,3500,200
1,1,6208132,3200,158
1,1,6208133,3200,158
1,1,6208134,2835,123
1,1,6208135,3497,184
1,1,6208136,3497,184
1,1,6208137,2360,167
1,1,6208138,2998,217
1,1,6208139,1998,147
1,1,6208140,1998,147
1,1,6208141,3000,227
1,1,6208142,2400,166
1,1,6208143,3497,184
1,1,6208144,2477,176
1,1,6208145,3497,186
1,1,6208146,3497,186
1,1,6208147,2477,176
1,1,6208148,3497,184
1,1,6208149,2442,215
1,1,6208150,2998,178
1,0,6210001,3908,134
1,0,6210002,3908,134
1,0,6210003,3908,134
1,0,6210004,3908,134
1,0,6211002,3908,108
1,0,6211003,3908,134
1,0,6211005,3908,134
1,0,6211006,3908,134
1,0,6211007,3908,108
1,0,6211008,3900,134
1,0,6211009,3908,134
1,0,6212001,2000,125
1,0,6212002,3298,120
1,0,6212004,3907,165
1,0,6212005,3900,134
1,0,6212006,3908,134
1,0,6212007,3900,134
1,0,6212008,3908,108
1,0,6212009,3908,134
1,0,6212010,3908,134
1,0,6212011,3908,134
1,0,6212012,3908,134
1,0,6212013,3908,134
1,0,6212014,2400,144
1,0,6212015,3908,108
1,0,6212016,3908,108
1,0,6212017,3908,108
1,0,6212018,3908,134
1,0,6220001,2400,0
1,0,6220002,2000,0
1,0,6220003,2000,0
1,0,6220004,2400,0
1,0,6220006,2000,0
1,0,6220007,2000,0
1,0,6220008,2400,0
1,0,6220009,2400,0
1,0,6221001,2400,0
1,0,6221002,2400,0
1,0,6221003,2400,0
1,0,6221004,2000,0
1,0,6221005,2000,0
1,1,6221006,2500,0
1,1,6221007,2400,0
1,1,6221008,2500,0
1,1,6221009,2477,134
1,1,6221010,2477,134
1,1,6221011,2477,134
1,1,6221012,2477,134
1,1,6221013,2477,134
1,1,6221014,3200,158
1,1,6221015,3200,158
1,0,6221016,2400,0
1,1,6221017,2400,0
1,1,6221018,2500,0
1,1,6221019,2477,134
1,1,6221020,2477,134
1,1,6221021,2477,176
1,1,6221022,2477,176
1,1,6221023,2477,134
1,1,6221024,2477,134
1,1,6221025,2477,176
1,1,6221026,2477,176
1,1,6221027,2477,134
1,1,6221028,3200,177
1,1,6221029,3200,177
1,1,6401001,2389,138
1,0,6401002,0,0
1,0,6401003,0,0
1,0,6401005,1595,82
1,1,6401008,1595,82
1,0,6401009,0,0
1,0,6401011,1597,102
1,1,6401014,0,145
1,0,6401023,1598,88
1,0,6401024,1597,110
1,1,6401025,2428,141
1,1,6401026,1597,92
1,1,6401027,1600,110
1,0,6401028,1600,110
1,1,6401029,2960,170
1,1,6401030,1998,145
1,0,6401032,1600,85
1,1,6401038,1998,145
1,1,6401040,1838,125
1,1,6401041,1597,110
1,0,6401043,1600,92
1,1,6401044,1838,125
1,0,6401045,1598,88
1,0,6401046,1597,110
1,0,6401047,1597,110
1,1,6401049,1597,100
1,1,6401050,1597,100
1,1,6401051,1597,100
1,1,6401052,1597,100
1,1,6401053,1600,92
1,1,6401056,1998,150
1,1,6401058,1600,110
1,1,6401062,1998,150
1,1,6401063,1600,110
1,1,6401066,2960,170
1,1,6401069,1600,110
1,1,6401070,1600,110
1,0,6401077,1597,110
1,0,6401079,1597,110
1,0,6401080,1769,125
1,1,6401084,1597,100
1,1,6401086,1600,0
1,1,6401089,1597,113
1,1,6401090,1597,110
1,0,6401091,1597,102
1,1,6401092,1597,113
1,1,6401095,1769,125
1,1,6401097,1600,110
1,1,6401102,1769,125
1,1,6401103,1998,140
1,1,6401105,1769,125
1,1,6401110,1769,125
1,1,6401112,3488,257
1,1,6401113,1597,110
1,1,6401114,2488,187
1,1,6401116,1597,110
1,0,6401118,1769,125
1,1,6401120,1597,100
1,1,6401122,3498,300
1,1,6401126,1600,92
1,0,6401128,1597,113
1,0,6401129,1597,113
1,1,6401130,1597,113
1,1,6401131,1597,113
1,0,6401132,1597,113
1,0,6401133,1597,113
1,1,6401134,1597,113
1,1,6401135,1597,113
1,1,6401136,1769,125
1,1,6401137,1769,125
1,0,6401139,1400,92
1,1,6401140,1600,92
1,1,6401141,1769,125
1,1,6401143,1386,88
1,1,6401144,1386,88
1,1,6401145,1797,125
1,1,6401146,1797,125
1,1,6401147,1797,125
1,1,6401148,1797,125
1,1,6401150,1797,125
1,1,6401151,1797,125
1,1,6401152,1797,125
1,1,6401153,1797,125
1,1,6401154,1797,125
1,1,6401155,1797,125
1,1,6401156,2000,140
1,1,6401157,2000,140
1,1,6401158,2000,140
1,1,6401159,2000,140
1,1,6401160,2000,140
1,1,6401161,1597,110
1,1,6401162,2389,150
1,1,6401163,1597,100
1,1,6401164,1597,100
1,1,6401165,2488,175
1,1,6401166,1597,110
1,0,6401167,1597,92
1,1,6401168,3498,248
1,1,6401169,2389,150
1,1,6401170,3799,480
1,1,6401171,3696,332
1,1,6401172,3498,265
1,0,6401173,1797,125
1,1,6401174,1797,125
1,1,6401175,3498,270
1,1,6401176,1797,125
1,1,6401177,2988,190
1,1,6401178,2988,210
1,1,6401179,1797,125
1,1,6401180,1797,125
1,1,6401181,1797,125
1,1,6401182,1598,106
1,1,6401183,1598,106
1,1,6401184,1598,106
1,0,6401185,1600,110
1,1,6401186,1598,106
1,1,6401187,1598,106
1,1,6401188,1598,106
1,0,6401189,1598,106
1,1,6401190,1598,106
1,1,6401191,1598,106
1,1,6401192,1797,125
1,1,6401193,1997,140
1,1,6401194,2488,175
1,1,6401195,1598,106
1,1,6401196,1598,106
1,1,6401197,1598,106
1,1,6401198,1598,106
1,1,6401199,1598,106
1,1,6401200,1798,129
1,1,6401201,2389,155
1,1,6401202,1798,129
1,1,6401203,1798,129
1,1,6401204,1598,109
1,1,6401205,1598,109
1,1,6401206,1598,109
1,1,6401207,1598,109
1,1,6401208,3799,545
1,1,6401209,1600,106
1,1,6401210,1600,106
1,1,6401211,1598,106
1,1,6401212,1598,106
1,1,6401213,1598,106
1,1,6401214,2500,182
1,1,6401215,1600,106
1,1,6401216,1600,106
1,1,6401217,1600,106
1,1,6401218,1600,106
1,1,6401219,1600,106
1,0,6401220,1598,106
1,1,6401221,1600,106
1,1,6401222,0,107
1,1,6401223,1798,129
1,1,6401224,1800,129
1,1,6401225,1800,129
1,1,6401226,1800,129
1,1,6401227,1600,106
1,1,6401228,1600,106
1,1,6401229,1800,129
1,1,6401230,2488,182
1,1,6401231,1800,129
1,1,6401232,1800,129
1,1,6401233,1600,106
1,1,6401234,1598,109
1,0,6403002,4200,137
1,0,6403003,3500,0
1,0,6403004,2953,120
1,0,6403006,2953,120
1,0,6403007,2389,140
1,0,6403008,4169,135
1,0,6403012,4200,137
1,1,6403013,4200,137
1,1,6403014,4200,137
1,0,6403016,4200,137
1,0,6403017,4200,137
0,0,6403018,2953,150
1,0,6403019,4200,137
1,1,6403020,4200,137
0,1,6403021,2953,150
1,0,6403022,2953,120
1,0,6403023,2953,120
1,0,6403024,2953,105
1,0,6403025,2953,105
1,1,6403026,2953,105
1,0,6403027,2000,110
1,0,6403028,2400,0
1,0,6403029,3000,0
1,0,6403030,4200,137
1,1,6403031,2953,105
0,0,6403032,2953,150
0,0,6403033,2953,150
1,1,6403034,2488,127
1,1,6403035,2488,127
0,0,6403036,2953,150
1,0,6403037,2953,147
1,1,6403038,2488,127
1,1,6403039,2953,147
1,0,6403040,2953,147
1,0,6404002,4167,137
1,1,6404003,4167,137
1,0,6404004,7000,0
1,0,6404005,6925,250
1,0,6404006,0,0
1,1,6404007,2953,140
1,1,6404008,2953,140
1,1,6404009,2953,140
1,1,6404010,2953,140
1,1,6404011,2953,122
1,1,6404012,2953,122
1,1,6404013,2953,122
1,0,6406004,2398,140
1,0,6406006,1952,64
1,1,6406007,1952,64
1,1,6406008,2400,114
1,1,6406010,3000,153
1,1,6406011,3000,153
1,1,6406013,1597,92
1,0,6406014,1597,92
1,1,6406015,1597,92
1,1,6406016,2960,151
1,0,6406021,2389,140
1,1,6406022,3274,170
1,1,6406023,3274,170
1,1,6406026,3274,170
1,1,6406027,3274,170
1,1,6406028,3274,170
1,1,6406029,3274,170
1,0,6406032,1597,92
1,0,6406037,2663,87
1,1,6406038,3274,170
1,1,6406049,3274,170
1,1,6406053,3300,180
1,1,6406055,2953,105
1,1,6406056,3498,250
1,0,6406080,2953,105
1,1,6406084,2953,105
1,1,6406097,3498,250
1,1,6406105,5552,305
1,1,6406106,3274,170
1,1,6406107,3274,170
1,1,6406108,2488,170
1,1,6406109,1598,109
1,1,6406110,1997,138
1,1,6406111,1997,138
1,1,6406112,2960,153
1,1,6406113,3954,269
1,1,6406114,3498,240
1,1,6406115,1997,138
1,0,6406116,2953,105
1,1,6406117,1598,109
1,1,6406118,1997,138
1,1,6406119,1618,190
1,1,6406120,2000,138
1,1,6406121,2488,127
1,1,6406122,2500,168
1,1,6406123,2488,127
1,1,6406124,2500,170
1,1,6406125,1997,140
1,1,6406126,1997,140
1,1,6406127,1997,140
1,1,6406128,1600,188
1,1,6406129,3500,260
1,1,6406130,1598,118
1,1,6406131,1598,118
1,1,6406132,1598,118
1,1,6406133,1598,118
1,1,6406134,2488,170
1,0,6407003,2953,105
1,0,6407004,2953,105
1,0,6407006,2663,87
1,0,6407007,2488,127
1,1,6407008,2488,127
1,1,6407009,2488,127
1,0,6408002,3956,145
1,0,6408006,3956,130
1,0,6408010,3956,145
1,0,6408011,3956,145
1,1,6408012,3956,145
1,1,6408021,2400,134
1,1,6408022,2400,134
1,1,6408023,2953,158
1,1,6408025,2953,158
1,1,6408026,4479,194
1,1,6408027,4479,194
1,1,6408028,4479,194
1,1,6408029,2400,114
1,1,6408030,3274,170
1,1,6408032,3274,170
1,1,6408035,3498,250
1,0,6408036,4169,170
1,1,6408037,2953,158
1,1,6408038,2488,180
1,1,6408040,4759,252
1,1,6408041,2488,180
1,1,6408042,3498,250
1,1,6408043,3498,240
1,1,6408045,2953,158
1,1,6408046,2953,154
1,1,6408048,3498,250
1,1,6408049,2488,180
1,1,6408051,3498,250
1,1,6408054,2184,114
1,1,6408057,4759,252
1,1,6408062,2488,180
1,1,6408063,2184,114
1,1,6408064,2488,180
1,1,6408065,3954,269
1,1,6408066,3954,269
1,1,6408067,3954,269
1,1,6408070,2488,174
1,1,6408071,2488,174
1,1,6408072,2488,174
1,1,6408073,2488,174
1,0,6408075,4169,170
1,1,6408076,3954,269
1,1,6408078,2825,130
1,1,6408088,2488,180
1,1,6408089,2488,168
1,1,6408090,2488,168
1,1,6408091,2488,168
1,1,6408092,2488,168
1,1,6408093,2488,168
1,1,6408094,2488,168
1,1,6408095,2488,168
1,1,6408096,2488,168
1,1,6408097,2488,168
1,1,6408098,2488,168
1,1,6408099,1997,138
1,1,6408100,2184,114
1,1,6408101,4759,252
1,1,6408102,3954,265
1,1,6408103,3498,256
1,1,6408104,5552,317
1,1,6408105,2488,168
1,1,6408106,1997,138
1,1,6408107,3954,261
1,1,6408108,2000,138
1,1,6408109,3500,260
1,1,6408110,3500,260
1,1,6408111,3500,260
1,1,6408112,1618,188
1,1,6408113,2488,170
1,1,6408114,2500,170
1,1,6408115,1997,140
1,1,6408116,3500,260
1,1,6408117,4169,114
1,0,6410000,4167,137
1,0,6410001,6925,250
1,0,6410002,6925,250
1,0,6411005,12503,350
1,0,6411006,6925,250
1,0,6411007,4167,137
1,1,6411081,4167,137
1,0,6411082,2953,150
1,0,6411083,2389,143
1,0,6411084,2488,131
1,0,6411085,2488,131
1,1,6411086,2953,140
1,1,6411087,2953,140
1,1,6411088,2953,140
1,0,6411089,2953,147
1,0,6411090,2953,147
1,1,6411091,2953,122
1,1,6411092,2500,161
1,0,6411093,2500,161
1,1,6411094,2953,122
1,0,6411095,2500,158
1,0,6412001,1982,99
1,1,6412004,4167,137
1,0,6412005,0,0
1,0,6412006,2389,134
1,0,6412007,0,0
1,0,6412008,6925,250
1,0,6412010,2389,150
1,0,6412011,6925,250
1,0,6412012,2953,150
1,0,6412013,2700,0
1,0,6412014,2488,133
1,0,6412015,2953,150
1,0,6412016,2389,143
1,0,6412017,1750,0
1,0,6412018,2389,143
1,0,6412019,4167,137
1,0,6412020,4167,137
1,1,6412021,2953,140
1,0,6412022,2488,131
1,1,6412023,2953,140
1,1,6412024,2953,140
1,1,6412025,2953,140
1,0,6412026,2488,133
1,1,6412027,2953,140
1,0,6412028,2488,131
1,0,6412029,2389,134
1,1,6412030,2953,122
1,1,6412031,2953,122
1,1,6412032,2953,122
1,0,6412033,2500,158
1,1,6412034,2953,122
1,1,6412035,2500,161
1,0,6412036,2500,161
1,0,6412037,2500,161
1,0,6412038,2488,158
1,1,6420004,2389,108
1,0,6420009,1750,80
1,0,6420010,1982,99
1,0,6420014,1600,110
1,0,6420015,2389,134
1,0,6420016,2389,134
1,0,6420017,2400,0
1,0,6420018,2389,0
1,0,6420019,2953,150
1,0,6420020,2488,133
1,0,6420021,2953,150
1,0,6420025,2488,133
1,0,6420026,2000,110
1,1,6420027,4169,120
1,0,6420028,2389,143
1,0,6420029,2000,110
1,0,6420030,3956,145
1,0,6420031,2389,143
1,0,6420032,2488,131
1,0,6420033,2488,131
1,1,6420034,2488,142
1,1,6420035,2500,161
1,1,6420036,2500,161
1,0,6420037,2500,161
1,0,6420038,2500,158
1,0,6420039,2500,158
1,0,6420040,2500,158
1,0,6420041,2500,158
1,0,6421003,1750,80
1,0,6421004,2000,110
1,1,6421005,2389,134
1,1,6421006,2389,134
1,1,6421007,2389,134
1,0,6421008,2389,134
1,0,6421009,2389,150
1,1,6421010,2389,134
1,1,6421011,2953,150
1,1,6421013,2488,133
1,0,6421016,2953,150
1,1,6421018,2389,150
1,1,6421020,2953,150
1,1,6421021,2953,150
1,0,6421023,2488,133
1,1,6421025,2488,133
1,0,6421026,2488,133
1,1,6421030,5550,317
1,1,6421031,2389,150
1,0,6421032,2389,134
1,1,6421033,2389,150
1,1,6421034,2389,134
1,0,6421035,2389,134
1,0,6421036,2389,134
1,1,6421037,2488,142
1,1,6421038,2488,142
1,1,6421039,2488,142
1,1,6421040,2488,142
1,1,6421041,2488,172
1,1,6421042,2488,172
1,1,6421043,2488,172
1,1,6421044,2488,172
1,0,6421045,2389,150
1,1,6421046,2389,150
1,1,6421047,2953,150
1,1,6421048,2953,150
1,1,6421049,3954,261
1,0,6421050,2389,143
1,1,6421051,2389,143
1,1,6421052,2389,143
1,1,6421053,2488,133
1,1,6421054,2488,133
1,0,6421055,2488,133
1,1,6421056,2488,133
1,1,6421057,2488,133
1,1,6421058,2488,133
1,1,6421059,2389,143
1,1,6421060,2488,131
1,1,6421061,2488,188
1,1,6421062,2488,188
1,1,6421063,2488,188
1,1,6421064,2488,161
1,1,6421065,2500,158
1,0,6421066,2500,158
1,1,6421067,2500,158
1,1,6421068,2488,161
1,1,6421069,2488,161
1,0,6422001,12503,350
1,0,6422003,6925,250
1,0,6426002,0,0
1,0,6426003,6925,250
1,0,6426004,12503,350
1,0,6604001,10000,0
1,0,6622003,10000,0
1,0,6626001,10518,260
1,0,6701001,1129,60
1,0,6713001,1400,85
1,0,6801003,1800,0
1,0,6801007,2000,170
1,1,6801012,1900,123
1,0,6801017,1500,74
1,1,6801019,1905,123
1,1,6801020,1998,150
1,0,6801021,1900,110
1,1,6801022,1600,105
1,1,6801023,1600,105
1,1,6801024,1900,130
1,1,6801025,2946,194
1,1,6801027,1905,123
1,1,6801028,1800,112
1,1,6801029,2946,194
1,1,6801030,2000,123
1,1,6801031,2000,121
1,1,6801032,1800,103
1,0,6801034,1124,65
1,1,6801035,2000,123
1,1,6801036,2000,123
1,1,6801037,1800,100
1,0,6801040,1400,75
1,1,6801041,2000,138
1,1,6801042,1800,100
1,1,6801043,2000,138
1,1,6801044,1400,103
1,0,6801045,1400,75
1,1,6801047,1600,118
1,1,6801048,1600,105
1,1,6801050,1800,112
1,1,6801051,2000,135
1,0,6801052,1400,75
1,1,6801053,1800,112
1,0,6801054,1360,75
1,0,6801055,1360,75
1,1,6801056,1800,117
1,1,6801057,1600,110
1,1,6801059,1998,150
1,1,6801060,1800,103
1,1,6801061,1360,75
1,1,6801062,1360,75
1,1,6801063,2000,135
1,1,6801064,2000,135
1,1,6801065,1800,103
1,1,6801066,1600,110
1,1,6801068,2000,143
1,1,6801070,1600,110
1,1,6801071,1800,103
1,1,6801074,2000,143
1,1,6801078,2000,138
1,1,6801079,2000,143
1,1,6801086,2000,200
1,1,6801089,1900,123
1,1,6801090,2000,143
1,1,6801091,1600,110
1,1,6801092,2000,143
1,1,6801094,1600,105
1,1,6801096,1600,110
1,1,6801098,1400,75
1,1,6801101,1800,117
1,1,6801102,1600,110
1,1,6801103,2000,143
1,1,6801106,2000,143
1,1,6801108,1600,110
1,1,6801111,2000,143
1,1,6801112,1600,110
1,1,6801113,1600,110
1,1,6801114,2000,138
1,1,6801115,2000,143
1,0,6801116,1400,75
1,1,6801117,2946,216
1,1,6801121,1400,75
1,1,6801125,2000,143
1,1,6801128,1800,117
1,1,6801129,2000,138
1,1,6801132,2000,143
1,1,6801133,1400,103
1,1,6801134,1997,138
1,0,6801135,1800,103
1,0,6801136,1800,103
1,0,6801137,1800,103
1,0,6801138,1800,103
1,1,6801139,2000,123
1,1,6801140,1800,123
1,0,6801141,1400,75
1,1,6801142,2230,160
1,1,6801143,2230,160
1,1,6801148,2000,143
1,1,6801149,1600,110
1,1,6801150,1400,75
1,1,6801151,3000,208
1,1,6801152,1800,103
1,1,6801154,1600,110
1,1,6801155,1400,75
1,1,6801156,2946,210
1,1,6801158,2946,210
1,1,6801160,1997,143
1,1,6801161,1400,75
1,1,6801164,1997,140
1,1,6801166,1600,110
1,1,6801167,1600,110
1,1,6801169,1360,75
1,1,6801170,1360,75
1,1,6801171,1587,110
1,1,6801172,1997,143
1,1,6801173,1587,110
1,0,6801174,2498,94
1,1,6801175,2000,143
1,1,6801176,2000,143
1,1,6801177,1598,175
1,1,6801178,1600,110
1,1,6801179,1587,110
1,1,6801180,2946,210
1,1,6801181,2000,110
1,1,6801182,1598,110
1,1,6801183,1400,75
1,1,6801184,2000,143
1,1,6801185,1400,75
1,1,6801186,1600,110
1,1,6801187,1600,110
1,1,6801188,1600,110
1,1,6801189,1400,75
1,1,6801190,2993,260
1,1,6801191,1997,90
1,1,6801192,1600,150
1,1,6801193,1598,110
1,1,6801194,1600,110
1,1,6801195,1600,110
1,1,6801196,1600,120
1,1,6801197,1600,156
1,1,6801198,1600,156
1,1,6801199,1600,156
1,1,6801200,1587,110
1,1,6801201,1598,110
1,1,6801202,1598,110
1,1,6801203,1998,135
1,1,6801204,1600,156
1,1,6801205,1598,156
1,1,6801206,1598,204
1,1,6801207,1400,75
1,1,6801208,1600,110
1,1,6801209,998,68
1,1,6801210,1598,120
1,1,6801211,1600,153
1,1,6801212,1600,153
1,1,6801213,1600,156
1,1,6801214,1600,120
1,1,6801215,1600,120
1,1,6801216,1400,75
1,1,6801217,1997,143
1,1,6801218,1997,143
1,1,6801219,1600,156
1,1,6801220,1600,156
1,1,6801221,1598,120
1,1,6801222,1598,120
1,1,6801223,1587,115
1,1,6801224,1598,204
1,1,6801225,1449,80
1,1,6801226,1598,204
1,1,6801227,2000,143
1,1,6801228,1598,120
1,1,6801229,1598,120
1,1,6801230,1600,160
1,1,6801231,1199,82
1,1,6801232,1587,115
1,1,6801233,1598,120
1,1,6801234,1598,120
1,1,6801235,1587,115
1,1,6801236,1598,120
1,1,6801237,1560,91
1,1,6801238,1598,120
1,1,6801239,1598,120
1,1,6801240,1598,163
1,1,6801241,1560,91
1,1,6801242,1598,118
1,1,6801243,1598,118
1,1,6806001,2000,170
1,1,6806006,1900,110
1,1,6806007,2000,123
1,1,6806008,2165,170
1,1,6806009,1761,103
1,0,6806010,1400,75
1,1,6806011,1800,112
1,1,6806012,1800,112
1,0,6806013,2000,81
1,1,6806017,2000,135
1,1,6806018,1800,112
1,1,6806019,1400,75
1,1,6806021,1997,138
1,1,6806025,1600,110
1,1,6806026,1997,138
1,1,6806028,2000,138
1,1,6806029,2230,160
1,1,6806033,1600,110
1,1,6806035,1400,75
1,1,6806036,1600,110
1,1,6806038,1997,138
1,1,6806039,2000,138
1,1,6806040,1997,143
1,1,6806041,1598,165
1,1,6806042,1598,165
1,1,6806043,1598,165
1,0,6807001,1900,71
1,1,6807002,1560,92
1,0,6807003,2198,130
1,0,6812001,1400,0
1,0,6817001,50,6
1,0,6817002,100,10
1,0,6817003,100,10
1,0,6817004,100,10
1,0,6817006,125,12
1,0,6817008,100,0
1,0,6903001,4250,0
1,0,7015009,200,0
1,0,7015010,200,0
1,0,7015011,200,0
1,0,7017001,150,14
1,0,7017002,50,6
1,0,7017003,80,18
1,0,7017004,125,12
1,0,7017005,50,6
1,0,7017006,50,6
1,0,7017007,80,8
1,0,7017009,150,13
1,0,7017010,80,7
1,0,7017016,124,10
1,0,7017017,278,21
1,0,7017018,399,34
1,0,7017019,493,40
1,0,7017020,330,33
1,0,7017021,330,33
1,0,7019001,218,0
1,1,7019002,218,0
1,0,7019003,218,0
1,0,7019004,218,0
1,0,7019005,275,8
1,0,7019006,395,8
1,0,7019007,395,8
1,0,7019008,435,8
1,0,7019009,435,8
1,0,7019010,435,8
1,0,7019011,197,10
1,0,7106001,2320,95
1,0,7108002,2500,85
1,0,7108003,2500,85
1,0,7120001,2500,90
1,1,7401005,3800,205
1,1,7401006,2300,180
1,1,7401007,3400,210
1,1,7401009,2000,260
1,1,7401010,3800,240
1,1,7401011,1800,130
1,1,7801001,2994,180
1,1,7801003,3600,272
1,1,7801005,2480,204
1,1,7801006,3600,250
1,1,7801007,2687,245
1,1,7801008,3179,280
1,1,7801009,3387,295
1,1,7801010,5000,325
1,1,7801011,2687,245
1,1,7801012,3824,355
1,1,7801013,3387,300
1,1,7801014,3387,296
1,1,7801015,3000,236
1,1,7801016,3824,355
1,1,7801017,3387,295
1,1,7801018,3387,300
1,1,7801019,3824,355
1,1,7801020,4806,400
1,1,7801021,3598,480
1,1,7801022,3600,272
1,1,7801023,2893,255
1,1,7801024,2893,265
1,1,7801025,3596,325
1,1,7801026,3294,282
1,1,7801027,3600,415
1,1,7801028,3436,320
1,1,7801029,3800,385
1,1,7801030,3436,320
1,1,7801031,3436,330
1,1,7801032,3824,385
1,1,7801033,2995,333
1,1,7801034,3605,300
1,1,7801035,3800,400
1,1,7801036,3436,315
1,1,7801037,2706,265
1,1,7801038,3800,530
1,1,7801039,3824,355
1,1,7801040,2706,275
1,1,7801041,2687,228
1,1,7801042,3800,400
1,1,7801043,3800,560
1,1,7801044,3436,350
1,1,7801045,3800,408
1,1,7801046,3824,355
1,1,7801047,3436,325
1,1,7801048,3436,340
1,1,7801049,3800,475
1,1,7801050,3436,330
1,1,7801051,3800,385
1,1,7801052,3436,350
1,1,7801053,3800,424
1,1,7801054,3800,375
1,1,7801055,3614,345
1,1,7801056,3299,315
1,1,7801057,2981,370
1,1,7801058,2981,420
1,1,7801059,2981,370
1,1,7801060,3996,500
1,1,7801061,1988,300
1,1,7801062,2497,350
1,1,7801063,1988,300
1,1,7801064,2497,350
1,1,7801065,2981,420
1,1,7801066,4806,440
1,1,7801067,3996,542
1,0,7801068,3996,500
1,1,7801069,2997,420
1,1,7806002,3189,250
1,1,7806003,3189,250
1,1,7806004,4511,340
1,1,7806005,4511,340
1,1,7806007,4500,450
1,1,7806008,3598,290
1,1,7806009,4806,385
1,1,7806010,4806,405
1,1,7806011,4806,550
1,1,7806012,3598,290
1,1,7806013,4806,405
1,1,7806014,2967,240
1,1,7806015,2967,262
1,1,7806016,2967,258
1,1,7806017,4806,520
1,1,7806018,2995,410
1,1,7806019,2997,360
1,1,7808002,4806,400
1,1,7808003,4806,500
1,1,7808004,3598,300
1,1,7808005,2995,380
1,1,7808006,3598,300
1,1,7808007,4806,420
1,1,7808008,2997,340
1,1,7808009,3604,400
1,1,7808010,1984,237
1,1,7808011,1984,237
1,1,7808012,3604,440
1,1,7808013,3598,300
1,1,7808014,4806,550
1,1,7808015,2967,245
1,1,7808016,3604,300
0,0,8001001,1300,62
0,0,8001004,1000,45
0,0,8001005,1300,60
0,0,8001006,1300,60
0,0,8001007,1400,70
0,1,8001008,1400,70
0,0,8001009,2000,100
0,0,8001010,850,38
0,0,8001011,1000,45
0,0,8001012,0,0
0,0,8001013,0,48
0,0,8001014,1400,60
0,0,8001016,1400,70
0,0,8001021,1000,45
0,0,8001022,1400,68
0,0,8001023,1400,70
0,1,8001024,1400,70
0,0,8001025,2000,100
0,0,8001027,1400,68
0,0,8001028,1300,60
0,0,8001035,1400,60
0,0,8001036,1400,60
0,0,8001037,1400,60
0,0,8001038,1300,62
0,0,8001039,2000,100
0,0,8001041,2000,100
0,1,8001042,2000,100
0,0,8001044,1400,60
0,0,8001046,1300,62
0,0,8001047,1400,62
0,0,8001048,1400,62
0,0,8001049,1300,62
0,0,8001050,1300,62
0,0,8001051,1600,73
0,0,8001052,1600,73
0,0,8001053,1000,45
0,0,8001054,1000,45
0,0,8001055,1600,73
0,0,8001056,1600,73
0,0,8001057,1600,73
0,0,8001058,1600,73
0,1,8001059,2000,0
0,1,8001060,2000,0
0,0,8001061,1300,45
0,0,8001062,1600,73
0,0,8001063,1600,100
0,0,8001064,1600,100
0,0,8001067,2000,0
0,0,8001068,2000,0
0,0,8001071,1600,73
0,0,8001072,1600,73
0,0,8001073,1300,62
0,0,8001074,1600,73
0,0,8001075,1600,73
0,0,8001076,1300,62
0,0,8001077,1300,62
