"Codigo","Marca","Peso"
6421034,"NISSAN",1605
6421035,"NISSAN",1560
6421036,"NISSAN",0
6421037,"NISSAN",1680
6421038,"NISSAN",1680
6421039,"NISSAN",1830
6421040,"NISSAN",1830
6421041,"NISSAN",1830
6421042,"NISSAN",1830
6421043,"NISSAN",1850
6421044,"NISSAN",1850
6421045,"NISSAN",1825
6421046,"NISSAN",1655
6421047,"NISSAN",1830
6421048,"NISSAN",1830
6421049,"NISSAN",2036
6421050,"NISSAN",1435
6421051,"NISSAN",1435
6421052,"NISSAN",1435
6421053,"NISSAN",1545
6421054,"NISSAN",1580
6421055,"NISSAN",1580
6421056,"NISSAN",1545
6421057,"NISSAN",1580
6421058,"NISSAN",1545
6421059,"NISSAN",1700
6421060,"NISSAN",1545
6421061,"NISSAN",1910
6421062,"NISSAN",1880
6421063,"NISSAN",1880
6421064,"NISSAN",1875
6421065,"NISSAN",2550
6421066,"NISSAN",2550
6421067,"NISSAN",2550
6421068,"NISSAN",2910
6421069,"NISSAN",1956
6422001,"NISSAN",8172
6422003,"NISSAN",4760
6426002,"NISSAN",0
6426003,"NISSAN",4315
6426004,"NISSAN",8172
6604001,"PEGASO",0
6622003,"PEGASO",0
6626001,"PEGASO",7800
6701001,"OLTCIT",1200
6713001,"OLTCIT",2400
6801003,"PEUGEOT",0
6801007,"PEUGEOT",1380
6801012,"PEUGEOT",1450
6801017,"PEUGEOT",0
6801019,"PEUGEOT",1450
6801020,"PEUGEOT",1590
6801021,"PEUGEOT",0
6801022,"PEUGEOT",1210
6801023,"PEUGEOT",1210
6801024,"PEUGEOT",1210
6801025,"PEUGEOT",1645
6801027,"PEUGEOT",1450
6801028,"PEUGEOT",1280
6801029,"PEUGEOT",1645
6801030,"PEUGEOT",1420
6801031,"PEUGEOT",1280
6801032,"PEUGEOT",1280
6801034,"PEUGEOT",1210
6801035,"PEUGEOT",1400
6801036,"PEUGEOT",1400
6801037,"PEUGEOT",1280
6801040,"PEUGEOT",1280
6801041,"PEUGEOT",1369
6801042,"PEUGEOT",1280
6801043,"PEUGEOT",1380
6801044,"PEUGEOT",1300
6801045,"PEUGEOT",1280
6801047,"PEUGEOT",1250
6801048,"PEUGEOT",1250
6801050,"PEUGEOT",1280
6801051,"PEUGEOT",1345
6801052,"PEUGEOT",1280
6801053,"PEUGEOT",1280
6801054,"PEUGEOT",1025
6801055,"PEUGEOT",1025
6801056,"PEUGEOT",1355
6801057,"PEUGEOT",1025
6801059,"PEUGEOT",1335
6801060,"PEUGEOT",1280
6801061,"PEUGEOT",1025
6801062,"PEUGEOT",1025
6801063,"PEUGEOT",0
6801064,"PEUGEOT",0
6801065,"PEUGEOT",1100
6801066,"PEUGEOT",1025
6801068,"PEUGEOT",1251
6801070,"PEUGEOT",1251
6801071,"PEUGEOT",1280
6801074,"PEUGEOT",1313
6801078,"PEUGEOT",1560
6801079,"PEUGEOT",1251
6801086,"PEUGEOT",1450
6801089,"PEUGEOT",1450
6801090,"PEUGEOT",1251
6801091,"PEUGEOT",1251
6801092,"PEUGEOT",1277
6801094,"PEUGEOT",0
6801096,"PEUGEOT",1100
6801098,"PEUGEOT",1025
6801101,"PEUGEOT",1360
6801102,"PEUGEOT",1100
6801103,"PEUGEOT",1251
6801106,"PEUGEOT",1251
6801108,"PEUGEOT",1055
6801111,"PEUGEOT",0
6801112,"PEUGEOT",1251
6801113,"PEUGEOT",1025
6801114,"PEUGEOT",1369
6801115,"PEUGEOT",0
6801116,"PEUGEOT",1025
6801117,"PEUGEOT",1729
6801121,"PEUGEOT",1280
6801125,"PEUGEOT",1277
6801128,"PEUGEOT",1315
6801129,"PEUGEOT",1380
6801132,"PEUGEOT",1251
6801133,"PEUGEOT",1300
6801134,"PEUGEOT",1025
6801135,"PEUGEOT",1280
6801136,"PEUGEOT",980
6801137,"PEUGEOT",1280
6801138,"PEUGEOT",980
6801139,"PEUGEOT",1450
6801140,"PEUGEOT",1450
6801141,"PEUGEOT",1280
6801142,"PEUGEOT",0
6801143,"PEUGEOT",0
6801148,"PEUGEOT",1277
6801149,"PEUGEOT",1251
6801150,"PEUGEOT",1025
6801151,"PEUGEOT",1719
6801152,"PEUGEOT",980
6801154,"PEUGEOT",1055
6801155,"PEUGEOT",1025
6801156,"PEUGEOT",1485
6801158,"PEUGEOT",1530
6801160,"PEUGEOT",1384
6801161,"PEUGEOT",1025
6801164,"PEUGEOT",0
6801166,"PEUGEOT",1152
6801167,"PEUGEOT",1384
6801169,"PEUGEOT",1025
6801170,"PEUGEOT",1025
6801171,"PEUGEOT",1275
6801172,"PEUGEOT",1384
6801173,"PEUGEOT",1275
6801174,"PEUGEOT",0
6801175,"PEUGEOT",0
6801176,"PEUGEOT",0
6801177,"PEUGEOT",1325
6801178,"PEUGEOT",0
6801179,"PEUGEOT",1275
6801180,"PEUGEOT",1475
6801181,"PEUGEOT",1277
6801182,"PEUGEOT",1275
6801183,"PEUGEOT",0
6801184,"PEUGEOT",1461
6801185,"PEUGEOT",0
6801186,"PEUGEOT",0
6801187,"PEUGEOT",0
6801188,"PEUGEOT",0
6801189,"PEUGEOT",0
6801190,"PEUGEOT",0
6801191,"PEUGEOT",1183
6801192,"PEUGEOT",1493
6801193,"PEUGEOT",1275
6801194,"PEUGEOT",0
6801195,"PEUGEOT",1039
6801196,"PEUGEOT",0
6801197,"PEUGEOT",1464
6801198,"PEUGEOT",0
6801199,"PEUGEOT",0
6801200,"PEUGEOT",1275
6801201,"PEUGEOT",1275
6801202,"PEUGEOT",1275
6801203,"PEUGEOT",1155
6801204,"PEUGEOT",1464
6801205,"PEUGEOT",1424
6801206,"PEUGEOT",1421
6801207,"PEUGEOT",0
6801208,"PEUGEOT",1100
6801209,"PEUGEOT",0
6801210,"PEUGEOT",1399
6801211,"PEUGEOT",0
6801212,"PEUGEOT",0
6801213,"PEUGEOT",0
6801214,"PEUGEOT",0
6801215,"PEUGEOT",0
6801216,"PEUGEOT",1043
6801217,"PEUGEOT",1475
6801218,"PEUGEOT",1475
6801219,"PEUGEOT",0
6801220,"PEUGEOT",0
6801221,"PEUGEOT",1165
6801222,"PEUGEOT",1165
6801223,"PEUGEOT",1090
6801224,"PEUGEOT",1160
6801225,"PEUGEOT",0
6801226,"PEUGEOT",1421
6801227,"PEUGEOT",0
6801228,"PEUGEOT",1140
6801229,"PEUGEOT",1090
6801230,"PEUGEOT",1480
6801231,"PEUGEOT",975
6801232,"PEUGEOT",1090
6801233,"PEUGEOT",1080
6801234,"PEUGEOT",1399
6801235,"PEUGEOT",0
6801236,"PEUGEOT",1605
6801237,"PEUGEOT",1090
6801238,"PEUGEOT",1140
6801239,"PEUGEOT",1080
6801240,"PEUGEOT",1255
6801241,"PEUGEOT",1090
6801242,"PEUGEOT",1150
6801243,"PEUGEOT",1090
6806001,"PEUGEOT",1420
6806006,"PEUGEOT",1170
6806007,"PEUGEOT",1170
6806008,"PEUGEOT",1450
6806009,"PEUGEOT",1170
6806010,"PEUGEOT",1077
6806011,"PEUGEOT",1150
6806012,"PEUGEOT",1150
6806013,"PEUGEOT",0
6806017,"PEUGEOT",0
6806018,"PEUGEOT",1150
6806019,"PEUGEOT",0
6806021,"PEUGEOT",1406
6806025,"PEUGEOT",1344
6806026,"PEUGEOT",1370
6806028,"PEUGEOT",1475
6806029,"PEUGEOT",1681
6806033,"PEUGEOT",1025
6806035,"PEUGEOT",1025
6806036,"PEUGEOT",1025
6806038,"PEUGEOT",1525
6806039,"PEUGEOT",1475
6806040,"PEUGEOT",0
6806041,"PEUGEOT",1390
6806042,"PEUGEOT",1390
6806043,"PEUGEOT",1390
6807001,"PEUGEOT",1163
6807002,"PEUGEOT",0
6807003,"PEUGEOT",2022
6812001,"PEUGEOT",0
6817001,"PEUGEOT",56
6817002,"PEUGEOT",84
6817003,"PEUGEOT",84
6817004,"PEUGEOT",89
6817006,"PEUGEOT",118
6817008,"PEUGEOT",0
6903001,"PAZ",0
7015009,"PIAGGIO",0
7015010,"PIAGGIO",0
7015011,"PIAGGIO",0
7017001,"PIAGGIO",97
7017002,"PIAGGIO",60
7017003,"PIAGGIO",115
7017004,"PIAGGIO",95
7017005,"PIAGGIO",60
7017006,"PIAGGIO",60
7017007,"PIAGGIO",62
7017009,"PIAGGIO",98
7017010,"PIAGGIO",62
7017016,"PIAGGIO",0
7017017,"PIAGGIO",211
7017018,"PIAGGIO",238
7017019,"PIAGGIO",244
7017020,"PIAGGIO",177
7017021,"PIAGGIO",0
7019001,"PIAGGIO",0
7019002,"PIAGGIO",0
7019003,"PIAGGIO",0
7019004,"PIAGGIO",0
7019005,"PIAGGIO",0
7019006,"PIAGGIO",0
7019007,"PIAGGIO",0
7019008,"PIAGGIO",0
7019009,"PIAGGIO",0
7019010,"PIAGGIO",975
7019011,"PIAGGIO",0
7106001,"BEIJING",2400
7108002,"BEIJING",1600
7108003,"BEIJING",1600
7120001,"BEIJING",2100
7401005,"PONTIAC",1563
7401006,"PONTIAC",1413
7401007,"PONTIAC",1505
7401009,"PONTIAC",1350
7401010,"PONTIAC",1600
7401011,"PONTIAC",1263
7801001,"PORSCHE",1210
7801003,"PORSCHE",1390
7801005,"PORSCHE",1248
7801006,"PORSCHE",1350
7801007,"PORSCHE",1363
7801008,"PORSCHE",1343
7801009,"PORSCHE",1380
7801010,"PORSCHE",0
7801011,"PORSCHE",1303
7801012,"PORSCHE",1515
7801013,"PORSCHE",1320
7801014,"PORSCHE",1393
7801015,"PORSCHE",1543
7801016,"PORSCHE",1545
7801017,"PORSCHE",1350
7801018,"PORSCHE",1320
7801019,"PORSCHE",1425
7801020,"PORSCHE",1800
7801021,"PORSCHE",1585
7801022,"PORSCHE",1390
7801023,"PORSCHE",1410
7801024,"PORSCHE",1330
7801025,"PORSCHE",1395
7801026,"PORSCHE",1284
7801027,"PORSCHE",1584
7801028,"PORSCHE",1275
7801029,"PORSCHE",1570
7801030,"PORSCHE",1350
7801031,"PORSCHE",1320
7801032,"PORSCHE",1460
7801033,"PORSCHE",1980
7801034,"PORSCHE",1760
7801035,"PORSCHE",1415
7801036,"PORSCHE",1350
7801037,"PORSCHE",1340
7801038,"PORSCHE",1585
7801039,"PORSCHE",1535
7801040,"PORSCHE",1340
7801041,"PORSCHE",1275
7801042,"PORSCHE",1470
7801043,"PORSCHE",1605
7801044,"PORSCHE",1400
7801045,"PORSCHE",1545
7801046,"PORSCHE",1510
7801047,"PORSCHE",1350
7801048,"PORSCHE",1375
7801049,"PORSCHE",1430
7801050,"PORSCHE",1375
7801051,"PORSCHE",1340
7801052,"PORSCHE",1560
7801053,"PORSCHE",1445
7801054,"PORSCHE",1315
7801055,"PORSCHE",1445
7801056,"PORSCHE",1485
7801057,"PORSCHE",1450
7801058,"PORSCHE",1460
7801059,"PORSCHE",1520
7801060,"PORSCHE",1420
7801061,"PORSCHE",1365
7801062,"PORSCHE",1385
7801063,"PORSCHE",1365
7801064,"PORSCHE",1385
7801065,"PORSCHE",1530
7801066,"PORSCHE",1925
7801067,"PORSCHE",2070
7801068,"PORSCHE",1370
7801069,"PORSCHE",1810
7806002,"PORSCHE",2157
7806003,"PORSCHE",2180
7806004,"PORSCHE",2242
7806005,"PORSCHE",2300
7806007,"PORSCHE",2160
7806008,"PORSCHE",2170
7806009,"PORSCHE",2275
7806010,"PORSCHE",2245
7806011,"PORSCHE",2430
7806012,"PORSCHE",2170
7806013,"PORSCHE",2356
7806014,"PORSCHE",2100
7806015,"PORSCHE",2110
7806016,"PORSCHE",1880
7806017,"PORSCHE",2185
7806018,"PORSCHE",2350
7806019,"PORSCHE",1895
7808002,"PORSCHE",2065
7808003,"PORSCHE",2170
7808004,"PORSCHE",2030
7808005,"PORSCHE",2240
7808006,"PORSCHE",2030
7808007,"PORSCHE",2085
7808008,"PORSCHE",1880
7808009,"PORSCHE",1925
7808010,"PORSCHE",1770
7808011,"PORSCHE",1770
7808012,"PORSCHE",2110
7808013,"PORSCHE",2040
7808014,"PORSCHE",2215
7808015,"PORSCHE",2110
7808016,"PORSCHE",2040
8001001,"RENAULT",890
8001004,"RENAULT",700
8001005,"RENAULT",0
8001006,"RENAULT",0
8001007,"RENAULT",980
8001008,"RENAULT",980
8001009,"RENAULT",1000
8001010,"RENAULT",700
8001011,"RENAULT",700
8001012,"RENAULT",0
8001013,"RENAULT",700
8001014,"RENAULT",890
8001016,"RENAULT",980
8001021,"RENAULT",700
8001022,"RENAULT",920
8001023,"RENAULT",900
8001024,"RENAULT",900
8001025,"RENAULT",1000
8001027,"RENAULT",920
8001028,"RENAULT",890
8001035,"RENAULT",920
8001036,"RENAULT",920
8001037,"RENAULT",920
8001038,"RENAULT",920
8001039,"RENAULT",1160
8001041,"RENAULT",1160
8001042,"RENAULT",1160
8001044,"RENAULT",920
8001046,"RENAULT",920
8001047,"RENAULT",920
8001048,"RENAULT",920
8001049,"RENAULT",920
8001050,"RENAULT",920
8001051,"RENAULT",1050
8001052,"RENAULT",1050
8001053,"RENAULT",700
8001054,"RENAULT",700
8001055,"RENAULT",980
8001056,"RENAULT",980
8001057,"RENAULT",1060
8001058,"RENAULT",1060
8001059,"RENAULT",1160
8001060,"RENAULT",1160
8001061,"RENAULT",700
8001062,"RENAULT",980
8001063,"RENAULT",1160
8001064,"RENAULT",1160
8001067,"RENAULT",1160
8001068,"RENAULT",1160
8001071,"RENAULT",1050
8001072,"RENAULT",1050
8001073,"RENAULT",880
8001074,"RENAULT",980
8001075,"RENAULT",980
8001076,"RENAULT",880
8001077,"RENAULT",880
8001078,"RENAULT",880
8001079,"RENAULT",1220
8001080,"RENAULT",1220
8001081,"RENAULT",1350
8001082,"RENAULT",1350
8001084,"RENAULT",1350
8001085,"RENAULT",1350
8001086,"RENAULT",1350
8001087,"RENAULT",1350
8001088,"RENAULT",1060
8001089,"RENAULT",1060
8001092,"RENAULT",1450
8001093,"RENAULT",1420
8001095,"RENAULT",1220
8001096,"RENAULT",980
8001097,"RENAULT",980
8001098,"RENAULT",1420
8001100,"RENAULT",980
8001101,"RENAULT",980
8001102,"RENAULT",980
8001103,"RENAULT",1275
8001104,"RENAULT",1510
8001105,"RENAULT",1530
8001106,"RENAULT",890
8001107,"RENAULT",890
8001108,"RENAULT",890
8001109,"RENAULT",1035
8001110,"RENAULT",1250
8001111,"RENAULT",975
8001112,"RENAULT",975
8001113,"RENAULT",1019
8001114,"RENAULT",0
8001115,"RENAULT",984
8001116,"RENAULT",0
8001117,"RENAULT",0
8001118,"RENAULT",0
8001119,"RENAULT",0
8001120,"RENAULT",1160
8001121,"RENAULT",1160
8001122,"RENAULT",975
8001123,"RENAULT",1045
8001124,"RENAULT",1090
8001125,"RENAULT",1040
8001126,"RENAULT",980
8001127,"RENAULT",1275
8001128,"RENAULT",1275
8001129,"RENAULT",1160
8001130,"RENAULT",1275
8001131,"RENAULT",1290
8001132,"RENAULT",0
8001133,"RENAULT",0
8001134,"RENAULT",975
8001135,"RENAULT",975
8001136,"RENAULT",980
8001137,"RENAULT",980
8001138,"RENAULT",1160
8001139,"RENAULT",0
8001140,"RENAULT",0
8001141,"RENAULT",1225
8001142,"RENAULT",1275
8001143,"RENAULT",1275
8001144,"RENAULT",1290
8001145,"RENAULT",1290
8001146,"RENAULT",0
8001147,"RENAULT",980
8001148,"RENAULT",1349
8001149,"RENAULT",1386
8001150,"RENAULT",1108
8001151,"RENAULT",1108
8001152,"RENAULT",1122
8001153,"RENAULT",1122
8001154,"RENAULT",1160
8001155,"RENAULT",1160
8001156,"RENAULT",1160
8001157,"RENAULT",1160
8001158,"RENAULT",0
8001159,"RENAULT",0
8001160,"RENAULT",0
8001161,"RENAULT",919
8001162,"RENAULT",967
8001163,"RENAULT",950
8001164,"RENAULT",980
8001165,"RENAULT",375
8001166,"RENAULT",925
8001167,"RENAULT",925
8001168,"RENAULT",925
8001169,"RENAULT",925
8001170,"RENAULT",375
8001171,"RENAULT",1115
8001172,"RENAULT",1098
8001173,"RENAULT",1098
8001174,"RENAULT",1098
8001175,"RENAULT",1098
8001176,"RENAULT",1113
8001177,"RENAULT",1113
8001178,"RENAULT",1129
8001179,"RENAULT",1089
8001180,"RENAULT",1089
8001181,"RENAULT",1089
8001182,"RENAULT",1089
8001183,"RENAULT",1147
8001184,"RENAULT",967
8001185,"RENAULT",1098
8001186,"RENAULT",1161
8001187,"RENAULT",1089
8001188,"RENAULT",1089
8001189,"RENAULT",1098
8001190,"RENAULT",1089
8001191,"RENAULT",1098
8002001,"RENAULT",1420
8002002,"RENAULT",1420
8002004,"RENAULT",850
8002005,"RENAULT",890
8002006,"RENAULT",980
8002008,"RENAULT",1220
8002010,"RENAULT",1220
8002012,"RENAULT",920
8002013,"RENAULT",1420
8002015,"RENAULT",920
8002017,"RENAULT",1400
8002018,"RENAULT",850
8002019,"RENAULT",1220
8002021,"RENAULT",1250
8002022,"RENAULT",1400
8002024,"RENAULT",1420
8002025,"RENAULT",980
8002026,"RENAULT",790
8002029,"RENAULT",1265
8002030,"RENAULT",1100
8002032,"RENAULT",850
8002034,"RENAULT",1115
8002036,"RENAULT",1250
8002037,"RENAULT",920
8002039,"RENAULT",984
8002040,"RENAULT",985
8002041,"RENAULT",1050
8002043,"RENAULT",1015
8002044,"RENAULT",790
8002045,"RENAULT",1015
8002046,"RENAULT",1015
8002047,"RENAULT",1015
8002048,"RENAULT",790
8002049,"RENAULT",1115
8002055,"RENAULT",984
8002056,"RENAULT",790
8002063,"RENAULT",984
8002066,"RENAULT",1015
8002067,"RENAULT",790
8002069,"RENAULT",1040
8002070,"RENAULT",1100
8002073,"RENAULT",1115
8002076,"RENAULT",1280
8002077,"RENAULT",1019
8002079,"RENAULT",1019
8002080,"RENAULT",1100
8002081,"RENAULT",890
8002082,"RENAULT",984
8002083,"RENAULT",984
8002084,"RENAULT",1280
8002086,"RENAULT",1280
8002087,"RENAULT",820
8002088,"RENAULT",820
8002090,"RENAULT",1040
8002092,"RENAULT",820
8002093,"RENAULT",1115
8002094,"RENAULT",1019
8002100,"RENAULT",0
8002101,"RENAULT",820
8002103,"RENAULT",984
8002104,"RENAULT",820
8002106,"RENAULT",820
8002108,"RENAULT",1035
8002110,"RENAULT",820
8002111,"RENAULT",1275
8002112,"RENAULT",1275
8002113,"RENAULT",1290
8002114,"RENAULT",1290
8002116,"RENAULT",1275
8002117,"RENAULT",1290
8002121,"RENAULT",1300
8002122,"RENAULT",1300
8002123,"RENAULT",1320
8002124,"RENAULT",1320
8002127,"RENAULT",1012
8002135,"RENAULT",1100
8002141,"RENAULT",975
8002142,"RENAULT",1019
8002143,"RENAULT",975
8002144,"RENAULT",980
8002181,"RENAULT",1250
8002184,"RENAULT",1275
8002186,"RENAULT",1290
8002188,"RENAULT",1300
8002189,"RENAULT",1040
8002190,"RENAULT",1320
8002191,"RENAULT",1019
8002195,"RENAULT",890
8002200,"RENAULT",984
8002203,"RENAULT",890
8002206,"RENAULT",984
8002212,"RENAULT",890
8002213,"RENAULT",1035
8002214,"RENAULT",890
8002215,"RENAULT",1320
8002216,"RENAULT",1019
8002217,"RENAULT",1019
8002218,"RENAULT",984
8002219,"RENAULT",984
8002220,"RENAULT",1035
8002221,"RENAULT",1115
8002222,"RENAULT",1012
8002223,"RENAULT",984
8002224,"RENAULT",975
8002225,"RENAULT",1015
8002226,"RENAULT",1170
8002227,"RENAULT",890
8003002,"RENAULT",2250
8003003,"RENAULT",2250
8003004,"RENAULT",2250
8003005,"RENAULT",0
8003006,"RENAULT",1840
8003007,"RENAULT",0
8003008,"RENAULT",1854
8003009,"RENAULT",0
8003010,"RENAULT",0
8003011,"RENAULT",0
8004001,"RENAULT",4250
8004002,"RENAULT",0
8004006,"RENAULT",6700
8004008,"RENAULT",8515
8004009,"RENAULT",0
8006001,"RENAULT",0
8006002,"RENAULT",1320
8006004,"RENAULT",1300
8006005,"RENAULT",1300
8006006,"RENAULT",1320
8006007,"RENAULT",1320
8006008,"RENAULT",1320
8006009,"RENAULT",1320
8006010,"RENAULT",1320
8006011,"RENAULT",1320
8006014,"RENAULT",1160
8006015,"RENAULT",1160
8006016,"RENAULT",1160
8006017,"RENAULT",1160
8006018,"RENAULT",1050
8006019,"RENAULT",1050
8006023,"RENAULT",0
8006024,"RENAULT",0
8006027,"RENAULT",1750
8006028,"RENAULT",0
8006029,"RENAULT",1490
8006030,"RENAULT",1622
8006031,"RENAULT",1622
8006032,"RENAULT",1622
8006033,"RENAULT",1235
8006034,"RENAULT",1273
8006035,"RENAULT",1316
8006036,"RENAULT",1564
8006037,"RENAULT",1564
8006038,"RENAULT",1564
8006039,"RENAULT",1235
8006040,"RENAULT",1273
8006041,"RENAULT",1840
8006042,"RENAULT",1695
8006043,"RENAULT",1854
8006044,"RENAULT",1655
8006045,"RENAULT",1655
8006046,"RENAULT",0
8006047,"RENAULT",1553
8006048,"RENAULT",1280
8006049,"RENAULT",0
8006050,"RENAULT",1316
8006051,"RENAULT",1235
8006052,"RENAULT",1273
8006053,"RENAULT",1316
8006054,"RENAULT",1235
8006055,"RENAULT",1347
8006056,"RENAULT",1367
8006057,"RENAULT",1540
8006058,"RENAULT",1607
8006059,"RENAULT",1564
8006060,"RENAULT",1564
8006061,"RENAULT",1564
8006062,"RENAULT",1695
8007001,"RENAULT",1040
8007002,"RENAULT",1040
8007003,"RENAULT",1060
8007004,"RENAULT",1067
8007005,"RENAULT",1040
8007006,"RENAULT",0
8007007,"RENAULT",0
8007008,"RENAULT",0
8007009,"RENAULT",1040
8007010,"RENAULT",0
8007011,"RENAULT",1840
8007012,"RENAULT",1067
8007013,"RENAULT",1854
8007014,"RENAULT",1067
8007015,"RENAULT",0
8007016,"RENAULT",1472
8007017,"RENAULT",0
8007018,"RENAULT",0
8007019,"RENAULT",1067
8008001,"RENAULT",1622
8008002,"RENAULT",1655
8008003,"RENAULT",1655
8008004,"RENAULT",1655
8008005,"RENAULT",1655
8008006,"RENAULT",1359
8008007,"RENAULT",1622
8008008,"RENAULT",1709
8008009,"RENAULT",1655
8008010,"RENAULT",1655
8008011,"RENAULT",1520
8008012,"RENAULT",1695
8008013,"RENAULT",1695
8008014,"RENAULT",1359
8008015,"RENAULT",1359
8008016,"RENAULT",1655
8008017,"RENAULT",1655
8010001,"RENAULT",4250
8010003,"RENAULT",0
8010080,"RENAULT",9710
8011001,"RENAULT",6700
8011003,"RENAULT",0
8011005,"RENAULT",4250
8011006,"RENAULT",4798
8011007,"RENAULT",8515
8011008,"RENAULT",10732
8011009,"RENAULT",1741
8011010,"RENAULT",1741
8012001,"RENAULT",4250
8012002,"RENAULT",0
8012004,"RENAULT",6700
8012005,"RENAULT",4798
8012006,"RENAULT",4798
8012007,"RENAULT",6700
8012008,"RENAULT",1741
8013001,"RENAULT",0
8013003,"RENAULT",0
8020001,"RENAULT",1741
8021001,"RENAULT",696
8021002,"RENAULT",696
8021003,"RENAULT",1957
8021004,"RENAULT",2006
8022001,"RENAULT",4250
8022003,"RENAULT",0
8022004,"RENAULT",0
8022005,"RENAULT",4798
8022006,"RENAULT",0
8022008,"RENAULT",9300
8022009,"RENAULT",0
8022010,"RENAULT",0
8022011,"RENAULT",0
8022012,"RENAULT",0
8026001,"RENAULT",4250
8026081,"RENAULT",9300
8026082,"RENAULT",8592
8026083,"RENAULT",0
8026084,"RENAULT",4798
8026085,"RENAULT",6700
8103001,"SCANIA",0
8103002,"SCANIA",0
8103003,"SCANIA",6040
8103004,"SCANIA",0
8103005,"SCANIA",0
8103006,"SCANIA",5569
8103007,"SCANIA",0
8103008,"SCANIA",0
8103009,"SCANIA",0
8103010,"SCANIA",0
8103011,"SCANIA",0
8103012,"SCANIA",0
8103013,"SCANIA",0
8103014,"SCANIA",0
8103015,"SCANIA",0
8103016,"SCANIA",5569
8111001,"SCANIA",6040
8111002,"SCANIA",0
8111003,"SCANIA",0
8111004,"SCANIA",0
8111005,"SCANIA",0
8111006,"SCANIA",0
8111007,"SCANIA",0
8111008,"SCANIA",0
8111009,"SCANIA",0
8111010,"SCANIA",0
8111011,"SCANIA",0
8111012,"SCANIA",0
8122001,"SCANIA",0
8122002,"SCANIA",9115
8122003,"SCANIA",9520
8126001,"SCANIA",8900
8126002,"SCANIA",10000
8126003,"SCANIA",10700
8126004,"SCANIA",0
8126005,"SCANIA",0
8201001,"SEAT",895
8201002,"SEAT",1080
8201003,"SEAT",1080
8201004,"SEAT",1110
8201005,"SEAT",995
8201006,"SEAT",1130
8201007,"SEAT",1090
8201008,"SEAT",1060
8201009,"SEAT",1075
8201010,"SEAT",1175
8201011,"SEAT",1025
8201012,"SEAT",1090
8201013,"SEAT",1075
8201014,"SEAT",995
8201015,"SEAT",1067
8201016,"SEAT",1080
8201017,"SEAT",1067
8201018,"SEAT",1092
8201019,"SEAT",1289
8201020,"SEAT",0
8201021,"SEAT",1005
8201022,"SEAT",0
8201023,"SEAT",1230
8201024,"SEAT",1122
8201025,"SEAT",1154
8201026,"SEAT",1069
8201027,"SEAT",895
8201028,"SEAT",995
8201029,"SEAT",1060
8201030,"SEAT",1080
8201031,"SEAT",1122
8201032,"SEAT",1122
8201033,"SEAT",1203
8201034,"SEAT",1220
8201035,"SEAT",1128
8201036,"SEAT",1122
8201037,"SEAT",1174
8201038,"SEAT",1260
8201039,"SEAT",1300
8201040,"SEAT",1103
8201041,"SEAT",1057
8201042,"SEAT",1280
8201043,"SEAT",1094
8201044,"SEAT",1094
8201045,"SEAT",1128
8201046,"SEAT",1109
8201047,"SEAT",1395
8201048,"SEAT",1425
8201049,"SEAT",1375
8201050,"SEAT",1020
8201051,"SEAT",1075
8201052,"SEAT",1009
8201053,"SEAT",1370
8201054,"SEAT",1090
8201055,"SEAT",1254
8201056,"SEAT",1075
8201057,"SEAT",1075
8201058,"SEAT",1090
8201059,"SEAT",1120
8201060,"SEAT",1280
8201061,"SEAT",1300
8201062,"SEAT",1370
8201063,"SEAT",0
8201064,"SEAT",1075
8201065,"SEAT",1120
8201066,"SEAT",1130
8201067,"SEAT",1254
8201068,"SEAT",1370
8201069,"SEAT",1370
8201070,"SEAT",1075
8201071,"SEAT",1280
8201072,"SEAT",1300
8201073,"SEAT",1322
8201074,"SEAT",1085
8201075,"SEAT",1375
8201076,"SEAT",1230
8201077,"SEAT",1230
8201078,"SEAT",1192
8201079,"SEAT",1230
8201080,"SEAT",1085
8201081,"SEAT",1090
8206001,"SEAT",1645
8206002,"SEAT",1150
8206003,"SEAT",1454
8206004,"SEAT",1403
8206005,"SEAT",1495
8206006,"SEAT",1495
8303001,"SSANGYONG",6800
8306001,"SSANGYONG",1975
8306002,"SSANGYONG",2380
8306003,"SSANGYONG",1975
8306004,"SSANGYONG",1975
8306006,"SSANGYONG",1975
8306007,"SSANGYONG",1875
8306008,"SSANGYONG",1875
8306011,"SSANGYONG",2088
8306012,"SSANGYONG",2101
8306014,"SSANGYONG",2101
8306015,"SSANGYONG",2007
8306016,"SSANGYONG",2007
8306017,"SSANGYONG",1860
8306018,"SSANGYONG",0
8306019,"SSANGYONG",1929
8306020,"SSANGYONG",0
8306021,"SSANGYONG",1591
8306022,"SSANGYONG",1611
8306023,"SSANGYONG",2007
8306024,"SSANGYONG",0
8306025,"SSANGYONG",0
8306026,"SSANGYONG",2007
8306027,"SSANGYONG",0
8306028,"SSANGYONG",1537
8306029,"SSANGYONG",1537
8306030,"SSANGYONG",1545
8306031,"SSANGYONG",1968
8306032,"SSANGYONG",1992
8306033,"SSANGYONG",2104
8306034,"SSANGYONG",2104
8306035,"SSANGYONG",1545
8306036,"SSANGYONG",1611
8306037,"SSANGYONG",1545
8306038,"SSANGYONG",1537
8306039,"SSANGYONG",1751
8306040,"SSANGYONG",1778
8306041,"SSANGYONG",1764
8306042,"SSANGYONG",1789
8306043,"SSANGYONG",1300
