"Codigo","Marca","Peso"
2208054,"DAIHATSU",1160
2208055,"DAIHATSU",1190
2208056,"DAIHATSU",1160
2210001,"DAIHATSU",2580
2210002,"DAIHATSU",2420
2210003,"DAIHATSU",2420
2211003,"DAIHATSU",2580
2211004,"DAIHATSU",2580
2211005,"DAIHATSU",2030
2211006,"DAIHATSU",2420
2211007,"DAIHATSU",2420
2211009,"DAIHATSU",2580
2212001,"DAIHATSU",0
2212002,"DAIHATSU",0
2212003,"DAIHATSU",2580
2212004,"DAIHATSU",2030
2212005,"DAIHATSU",2580
2212006,"DAIHATSU",2420
2212007,"DAIHATSU",2580
2212009,"DAIHATSU",2420
2212080,"DAIHATSU",2030
2212081,"DAIHATSU",2420
2212082,"DAIHATSU",2580
2212083,"DAIHATSU",2800
2212084,"DAIHATSU",3200
2212086,"DAIHATSU",2420
2220003,"DAIHATSU",1700
2220004,"DAIHATSU",2400
2220008,"DAIHATSU",2350
2220010,"DAIHATSU",2400
2220011,"DAIHATSU",0
2220012,"DAIHATSU",0
2226000,"DAIHATSU",2580
2226001,"DAIHATSU",2580
2226002,"DAIHATSU",2420
2317002,"DERBI",146
2317003,"DERBI",118
2401008,"DODGE",0
2401010,"DODGE",0
2401017,"DODGE",1088
2401019,"DODGE",1429
2401022,"DODGE",1088
2401023,"DODGE",1170
2401027,"DODGE",952
2401028,"DODGE",1170
2401029,"DODGE",1388
2401030,"DODGE",1378
2401031,"DODGE",1378
2401032,"DODGE",1451
2401033,"DODGE",2066
2401034,"DODGE",0
2401035,"DODGE",0
2401036,"DODGE",2085
2401037,"DODGE",2066
2401038,"DODGE",1445
2401039,"DODGE",1852
2401040,"DODGE",1859
2403001,"DODGE",7000
2403002,"DODGE",0
2403005,"DODGE",6000
2404001,"DODGE",0
2404002,"DODGE",0
2404003,"DODGE",0
2404004,"DODGE",6000
2404007,"DODGE",8400
2404009,"DODGE",0
2404010,"DODGE",4763
2404011,"DODGE",4763
2404012,"DODGE",3206
2406001,"DODGE",0
2406009,"DODGE",2450
2406010,"DODGE",1466
2406013,"DODGE",1466
2406015,"DODGE",1466
2406017,"DODGE",1466
2406019,"DODGE",2300
2406021,"DODGE",0
2406022,"DODGE",2300
2406023,"DODGE",1829
2406024,"DODGE",1829
2406025,"DODGE",1926
2406026,"DODGE",1861
2406028,"DODGE",1814
2406029,"DODGE",1814
2406030,"DODGE",1960
2406031,"DODGE",1814
2406032,"DODGE",1724
2406033,"DODGE",2053
2406034,"DODGE",1926
2406035,"DODGE",1724
2406036,"DODGE",1814
2406037,"DODGE",1988
2406038,"DODGE",2330
2406039,"DODGE",2338
2406040,"DODGE",2031
2406041,"DODGE",1814
2406042,"DODGE",1724
2406043,"DODGE",1724
2406044,"DODGE",1926
2406045,"DODGE",1814
2406046,"DODGE",2045
2406047,"DODGE",1814
2407001,"DODGE",0
2408001,"DODGE",2300
2408002,"DODGE",2340
2408003,"DODGE",1950
2408004,"DODGE",2250
2408005,"DODGE",2262
2408006,"DODGE",2338
2408007,"DODGE",2338
2408008,"DODGE",2303
2408009,"DODGE",2303
2408010,"DODGE",2303
2408011,"DODGE",2303
2408012,"DODGE",2418
2410002,"DODGE",6000
2410003,"DODGE",0
2410004,"DODGE",0
2410005,"DODGE",0
2411007,"DODGE",0
2411010,"DODGE",4763
2411011,"DODGE",6000
2411012,"DODGE",4763
2411013,"DODGE",0
2411014,"DODGE",0
2411015,"DODGE",0
2412002,"DODGE",0
2412003,"DODGE",0
2412004,"DODGE",0
2412005,"DODGE",6000
2412006,"DODGE",0
2412007,"DODGE",6000
2412008,"DODGE",5000
2412009,"DODGE",5000
2412011,"DODGE",0
2412012,"DODGE",0
2412013,"DODGE",4763
2412014,"DODGE",4763
2412080,"DODGE",0
2412081,"DODGE",4763
2412082,"DODGE",4763
2412083,"DODGE",0
2420001,"DODGE",0
2420002,"DODGE",2450
2420003,"DODGE",0
2420004,"DODGE",0
2420006,"DODGE",1337
2420008,"DODGE",0
2420009,"DODGE",0
2420011,"DODGE",0
2420012,"DODGE",1762
2420016,"DODGE",0
2420017,"DODGE",1655
2420018,"DODGE",2138
2420019,"DODGE",2100
2420020,"DODGE",0
2420021,"DODGE",2218
2420022,"DODGE",0
2420023,"DODGE",2056
2420024,"DODGE",2056
2421002,"DODGE",2600
2421003,"DODGE",1985
2421004,"DODGE",2600
2421005,"DODGE",2600
2421006,"DODGE",1990
2421007,"DODGE",2875
2421008,"DODGE",1886
2421009,"DODGE",2875
2421010,"DODGE",3309
2421011,"DODGE",2862
2421012,"DODGE",3150
2422002,"DODGE",0
2422003,"DODGE",0
2426003,"DODGE",0
2426006,"DODGE",6000
2426008,"DODGE",0
2426009,"DODGE",0
2717002,"DUCATI",183
2717004,"DUCATI",172
2717005,"DUCATI",196
2717006,"DUCATI",168
2717007,"DUCATI",168
2717008,"DUCATI",168
2717009,"DUCATI",173
2717010,"DUCATI",173
2717011,"DUCATI",181
2717012,"DUCATI",189
2717013,"DUCATI",188
2717014,"DUCATI",186
2717015,"DUCATI",183
2717016,"DUCATI",183
2717017,"DUCATI",196
2717018,"DUCATI",173
2717019,"DUCATI",179
2717020,"DUCATI",168
2717021,"DUCATI",196
2717022,"DUCATI",161
2717023,"DUCATI",196
2717024,"DUCATI",168
2717025,"DUCATI",169
2717026,"DUCATI",167
2717027,"DUCATI",185
2717028,"DUCATI",192
2717029,"DUCATI",177
2717030,"DUCATI",170
2717031,"DUCATI",167
2717032,"DUCATI",168
2717033,"DUCATI",210
2717034,"DUCATI",207
2717035,"DUCATI",207
2717036,"DUCATI",192
2717037,"DUCATI",164
2717038,"DUCATI",164
2717039,"DUCATI",164
2717040,"DUCATI",164
2717041,"DUCATI",164
2717042,"DUCATI",169
2717043,"DUCATI",171
2717044,"DUCATI",175
2717045,"DUCATI",181
2717046,"DUCATI",169
2717047,"DUCATI",167
2717048,"DUCATI",169
2717049,"DUCATI",194
2717050,"DUCATI",182
2717051,"DUCATI",179
2717052,"DUCATI",175
2717053,"DUCATI",170
2717054,"DUCATI",210
2717055,"DUCATI",210
2717056,"DUCATI",166
2717057,"DUCATI",177
2717058,"DUCATI",170
2717059,"DUCATI",182
2717060,"DUCATI",205
2717061,"DUCATI",181
2717062,"DUCATI",212
2717063,"DUCATI",212
2717064,"DUCATI",167
2717065,"DUCATI",178
2717066,"DUCATI",220
2717067,"DUCATI",220
2717068,"DUCATI",225
2717069,"DUCATI",170
2717070,"DUCATI",176
2717071,"DUCATI",176
2717072,"DUCATI",210
2717073,"DUCATI",209
2801005,"FIAT",1550
2801010,"FIAT",1050
2801016,"FIAT",0
2801017,"FIAT",0
2801021,"FIAT",0
2801022,"FIAT",0
2801032,"FIAT",1050
2801033,"FIAT",1200
2801034,"FIAT",1200
2801035,"FIAT",1230
2801036,"FIAT",1200
2801037,"FIAT",1200
2801038,"FIAT",1200
2801039,"FIAT",1230
2801040,"FIAT",1230
2801041,"FIAT",1250
2801042,"FIAT",1050
2801043,"FIAT",1200
2801045,"FIAT",1050
2801046,"FIAT",1050
2801048,"FIAT",1200
2801049,"FIAT",1250
2801050,"FIAT",1200
2801051,"FIAT",1320
2801052,"FIAT",0
2801054,"FIAT",1250
2801056,"FIAT",1080
2801058,"FIAT",1070
2801060,"FIAT",1070
2801061,"FIAT",0
2801062,"FIAT",950
2801063,"FIAT",950
2801065,"FIAT",950
2801066,"FIAT",1070
2801067,"FIAT",1295
2801068,"FIAT",950
2801069,"FIAT",1295
2801070,"FIAT",1080
2801072,"FIAT",950
2801074,"FIAT",1070
2801075,"FIAT",1080
2801076,"FIAT",1015
2801077,"FIAT",1015
2801078,"FIAT",1070
2801079,"FIAT",980
2801080,"FIAT",851
2801081,"FIAT",980
2801084,"FIAT",0
2801085,"FIAT",980
2801086,"FIAT",980
2801089,"FIAT",980
2801090,"FIAT",1223
2801091,"FIAT",0
2801092,"FIAT",981
2801093,"FIAT",1070
2801094,"FIAT",1070
2801095,"FIAT",1115
2801096,"FIAT",1115
2801097,"FIAT",1157
2801098,"FIAT",1157
2801099,"FIAT",981
2801100,"FIAT",0
2801101,"FIAT",1260
2801102,"FIAT",1260
2801103,"FIAT",865
2801104,"FIAT",1020
2801105,"FIAT",1157
2801106,"FIAT",850
2801107,"FIAT",1075
2801108,"FIAT",865
2801109,"FIAT",930
2801110,"FIAT",840
2801111,"FIAT",1087
2801112,"FIAT",925
2801113,"FIAT",1118
2801114,"FIAT",951
2801115,"FIAT",940
2801116,"FIAT",1080
2801117,"FIAT",940
2801118,"FIAT",1076
2801119,"FIAT",1170
2801120,"FIAT",1153
2801121,"FIAT",1153
2801122,"FIAT",1153
2801123,"FIAT",1171
2801124,"FIAT",1048
2801125,"FIAT",1076
2801126,"FIAT",895
2801127,"FIAT",1076
2801128,"FIAT",1125
2801129,"FIAT",1171
2801130,"FIAT",1195
2801131,"FIAT",895
2801132,"FIAT",0
2801133,"FIAT",1076
2801134,"FIAT",0
2801135,"FIAT",1057
2804002,"FIAT",0
2804007,"FIAT",0
2806001,"FIAT",1250
2806005,"FIAT",0
2806006,"FIAT",0
2806007,"FIAT",0
2806010,"FIAT",1060
2806012,"FIAT",1116
2806013,"FIAT",1116
2806014,"FIAT",1086
2806015,"FIAT",1193
2806016,"FIAT",1193
2806017,"FIAT",1116
2806018,"FIAT",1086
2806019,"FIAT",1193
2806020,"FIAT",1200
2806021,"FIAT",1200
2806022,"FIAT",1116
2807001,"FIAT",1000
2807002,"FIAT",1980
2807003,"FIAT",620
2807004,"FIAT",650
2807005,"FIAT",650
2811002,"FIAT",12000
2812001,"FIAT",12000
2812004,"FIAT",2400
2820001,"FIAT",800
2820002,"FIAT",750
2820003,"FIAT",1120
2820004,"FIAT",1065
2820005,"FIAT",1065
2820006,"FIAT",1065
2820007,"FIAT",1190
2820008,"FIAT",1160
2820009,"FIAT",1051
2820010,"FIAT",1197
2820011,"FIAT",1065
2820012,"FIAT",1106
2820013,"FIAT",1160
2820014,"FIAT",1160
2820015,"FIAT",1106
2820016,"FIAT",1247
2820017,"FIAT",1106
2820018,"FIAT",0
2826003,"FIAT",12000
2904001,"FREIGHTLINER",4711
2904002,"FREIGHTLINER",6900
2904003,"FREIGHTLINER",8389
2904004,"FREIGHTLINER",6950
2904081,"FREIGHTLINER",4711
2904082,"FREIGHTLINER",5146
2910001,"FREIGHTLINER",8389
2910002,"FREIGHTLINER",6950
2910080,"FREIGHTLINER",6900
2910082,"FREIGHTLINER",4711
2910083,"FREIGHTLINER",4711
2910084,"FREIGHTLINER",4711
2910085,"FREIGHTLINER",6950
2910086,"FREIGHTLINER",5146
2910087,"FREIGHTLINER",5146
2911002,"FREIGHTLINER",4711
2911003,"FREIGHTLINER",6950
2911004,"FREIGHTLINER",4711
2911005,"FREIGHTLINER",6900
2911006,"FREIGHTLINER",6950
2911007,"FREIGHTLINER",8389
2911008,"FREIGHTLINER",0
2911009,"FREIGHTLINER",5146
2912001,"FREIGHTLINER",6900
2912002,"FREIGHTLINER",4711
2912003,"FREIGHTLINER",6900
2912004,"FREIGHTLINER",6950
2912005,"FREIGHTLINER",6950
2912006,"FREIGHTLINER",4711
2912007,"FREIGHTLINER",4711
2912008,"FREIGHTLINER",5146
2922003,"FREIGHTLINER",0
2922005,"FREIGHTLINER",7650
2922008,"FREIGHTLINER",4711
2922011,"FREIGHTLINER",7634
2922012,"FREIGHTLINER",7650
2922013,"FREIGHTLINER",4711
2922015,"FREIGHTLINER",7669
2922017,"FREIGHTLINER",8389
2922080,"FREIGHTLINER",0
2922081,"FREIGHTLINER",6900
2922083,"FREIGHTLINER",0
2922084,"FREIGHTLINER",0
2922085,"FREIGHTLINER",0
2922086,"FREIGHTLINER",8088
2926001,"FREIGHTLINER",4711
2926002,"FREIGHTLINER",8389
2926004,"FREIGHTLINER",4711
2926080,"FREIGHTLINER",6900
2926081,"FREIGHTLINER",6950
2926082,"FREIGHTLINER",0
2926083,"FREIGHTLINER",6950
2926084,"FREIGHTLINER",4822
3001001,"FORD",0
3001004,"FORD",1179
3001006,"FORD",859
3001009,"FORD",1324
3001013,"FORD",0
3001018,"FORD",1149
3001032,"FORD",1407
3001033,"FORD",0
3001034,"FORD",859
3001035,"FORD",1407
3001036,"FORD",0
3001037,"FORD",1390
3001039,"FORD",1256
3001042,"FORD",0
3001044,"FORD",1250
3001045,"FORD",1100
3001046,"FORD",859
3001048,"FORD",876
3001049,"FORD",0
3001050,"FORD",1154
3001053,"FORD",1030
3001055,"FORD",1030
3001061,"FORD",1154
3001062,"FORD",1154
3001064,"FORD",1150
3001066,"FORD",1150
3001070,"FORD",1180
3001076,"FORD",1700
3001077,"FORD",1473
3001079,"FORD",0
3001080,"FORD",1154
3001081,"FORD",1070
3001082,"FORD",1150
3001083,"FORD",1119
3001084,"FORD",1180
3001089,"FORD",0
3001091,"FORD",0
3001092,"FORD",0
3001096,"FORD",1499
3001097,"FORD",0
3001102,"FORD",1398
3001103,"FORD",1070
3001105,"FORD",0
3001106,"FORD",1150
3001107,"FORD",0
3001112,"FORD",1261
3001113,"FORD",1070
3001115,"FORD",1257
3001116,"FORD",0
3001117,"FORD",1204
3001118,"FORD",1516
3001119,"FORD",1070
3001120,"FORD",1636
3001121,"FORD",1563
3001122,"FORD",1583
3001123,"FORD",1573
3001124,"FORD",0
3001125,"FORD",0
3001126,"FORD",0
3001127,"FORD",1286
3001128,"FORD",0
3001129,"FORD",1717
3001130,"FORD",1350
3001131,"FORD",1386
3001132,"FORD",1363
3001133,"FORD",2473
3001134,"FORD",1555
3001135,"FORD",1192
3001136,"FORD",1192
3001137,"FORD",1168
3001138,"FORD",1168
3001139,"FORD",1192
3001140,"FORD",1168
3001141,"FORD",2473
3001142,"FORD",1735
3001143,"FORD",1720
3001144,"FORD",1646
3001145,"FORD",1386
3001146,"FORD",1363
3001147,"FORD",1580
3001148,"FORD",1192
3001149,"FORD",1168
3001150,"FORD",2204
3001151,"FORD",0
3001152,"FORD",1555
3001153,"FORD",1814
3003002,"FORD",0
3003007,"FORD",0
3003008,"FORD",0
3004001,"FORD",5504
3004003,"FORD",0
3004004,"FORD",0
3004011,"FORD",8285
3004012,"FORD",5500
3004013,"FORD",5250
3004014,"FORD",0
3004015,"FORD",3080
3004016,"FORD",12000
3004019,"FORD",8285
3004023,"FORD",5356
3004024,"FORD",0
3004025,"FORD",0
3004026,"FORD",0
3004080,"FORD",0
3004081,"FORD",0
3004082,"FORD",3050
3004083,"FORD",2782
3004084,"FORD",2536
3004085,"FORD",3339
3004086,"FORD",0
3004087,"FORD",8285
3006002,"FORD",0
3006012,"FORD",0
3006015,"FORD",2900
3006016,"FORD",5500
3006022,"FORD",1880
3006023,"FORD",1764
3006025,"FORD",1742
3006029,"FORD",2480
3006031,"FORD",2480
3006032,"FORD",1097
3006033,"FORD",1097
3006037,"FORD",1882
3006042,"FORD",1822
3006043,"FORD",2365
3006050,"FORD",2428
3006056,"FORD",1781
3006061,"FORD",2905
3006065,"FORD",1567
3006070,"FORD",1261
3006074,"FORD",0
3006082,"FORD",2028
3006083,"FORD",1320
3006085,"FORD",1325
3006088,"FORD",2121
3006092,"FORD",1350
3006095,"FORD",1567
3006096,"FORD",2905
3006098,"FORD",3016
3006105,"FORD",2424
3006107,"FORD",1657
3006108,"FORD",1882
3006110,"FORD",1764
3006111,"FORD",1668
3006112,"FORD",2905
3006113,"FORD",1375
3006114,"FORD",2155
3006115,"FORD",2343
3006116,"FORD",2668
3006117,"FORD",0
3006118,"FORD",0
3006119,"FORD",2668
3006120,"FORD",0
3006121,"FORD",0
3006122,"FORD",1234
3006123,"FORD",3200
3006124,"FORD",0
3006125,"FORD",1261
3006126,"FORD",1274
3006127,"FORD",1307
3006128,"FORD",2734
3006129,"FORD",2040
3006130,"FORD",1691
3006131,"FORD",2776
3006132,"FORD",1676
3006133,"FORD",2549
3007001,"FORD",2365
3008001,"FORD",2450
3008002,"FORD",2450
3008008,"FORD",2450
3008009,"FORD",2450
3008010,"FORD",2450
3008012,"FORD",1882
3008013,"FORD",1854
3008014,"FORD",2027
3008015,"FORD",1781
3008018,"FORD",1854
3008019,"FORD",1872
3008020,"FORD",2121
3008021,"FORD",1567
3008022,"FORD",1567
3008023,"FORD",2121
3008027,"FORD",2030
3008028,"FORD",2121
3008029,"FORD",2155
3008032,"FORD",1567
3008033,"FORD",1375
3008034,"FORD",2304
3008035,"FORD",1942
3008036,"FORD",1375
3008037,"FORD",1764
3008038,"FORD",1764
3008039,"FORD",1872
3008040,"FORD",2107
3008041,"FORD",1882
3008042,"FORD",2543
3008043,"FORD",2633
3008044,"FORD",2400
3008045,"FORD",1884
3008046,"FORD",2064
3008047,"FORD",2064
3008048,"FORD",1995
3008049,"FORD",2196
3008050,"FORD",0
3008051,"FORD",0
3008052,"FORD",0
3008053,"FORD",1274
3008054,"FORD",2218
3008055,"FORD",2250
3008056,"FORD",2549
3008057,"FORD",3411
3010002,"FORD",0
3010003,"FORD",0
3010004,"FORD",0
3010006,"FORD",3050
3010007,"FORD",5250
3010008,"FORD",5356
3010009,"FORD",0
3010080,"FORD",0
3010081,"FORD",5429
3010082,"FORD",3050
3010083,"FORD",0
3010084,"FORD",8285
3010085,"FORD",8285
3010086,"FORD",5250
3011001,"FORD",2574
3011002,"FORD",2450
3011003,"FORD",2450
3011004,"FORD",0
3011005,"FORD",0
3011007,"FORD",1465
3011008,"FORD",2536
3011009,"FORD",2782
3011010,"FORD",3080
3011011,"FORD",5429
3011012,"FORD",5356
3011013,"FORD",0
3011014,"FORD",3050
3011015,"FORD",8285
3011016,"FORD",2900
3011017,"FORD",0
3011018,"FORD",0
3011019,"FORD",0
3011020,"FORD",5250
3011021,"FORD",5250
3011022,"FORD",0
3011023,"FORD",0
3011024,"FORD",8285
3011025,"FORD",5504
3011026,"FORD",0
3012001,"FORD",2450
3012002,"FORD",2450
3012003,"FORD",0
3012006,"FORD",5504
3012007,"FORD",0
3012010,"FORD",0
3012011,"FORD",2900
3012012,"FORD",3080
3012013,"FORD",1165
3012014,"FORD",5250
3012015,"FORD",0
3012016,"FORD",0
3012018,"FORD",5356
3012019,"FORD",3050
3012020,"FORD",3050
3012080,"FORD",0
3012081,"FORD",0
3012082,"FORD",8285
3012084,"FORD",0
3012085,"FORD",0
3012086,"FORD",1165
3012087,"FORD",1165
3012088,"FORD",2536
3012089,"FORD",0
3012090,"FORD",0
3012091,"FORD",8285
3012092,"FORD",0
3012093,"FORD",0
3012094,"FORD",1465
3012095,"FORD",3863
3012096,"FORD",0
3012097,"FORD",0
3020007,"FORD",1783
3020009,"FORD",1780
3020011,"FORD",0
3020017,"FORD",1783
3020023,"FORD",1813
3020025,"FORD",1783
3020026,"FORD",1783
3020028,"FORD",1790
3020029,"FORD",2039
3020030,"FORD",0
3020031,"FORD",0
3020033,"FORD",1817
3020034,"FORD",1800
3020035,"FORD",0
3020037,"FORD",0
3020038,"FORD",2018
3020040,"FORD",1796
3020041,"FORD",1790
3020042,"FORD",0
3020043,"FORD",0
3020044,"FORD",0
3020045,"FORD",1919
3020046,"FORD",1800
3020050,"FORD",1817
3020051,"FORD",1817
3020054,"FORD",1817
3020055,"FORD",1817
3020057,"FORD",2115
3020059,"FORD",2042
3020060,"FORD",0
3020061,"FORD",0
3020062,"FORD",2006
3020063,"FORD",0
3020064,"FORD",1813
3020065,"FORD",0
3020067,"FORD",1780
3020068,"FORD",1834
3020071,"FORD",0
3020072,"FORD",1780
3020073,"FORD",0
3020074,"FORD",1817
3020075,"FORD",1806
3020076,"FORD",0
3020077,"FORD",0
3020078,"FORD",1790
3020079,"FORD",1840
3020080,"FORD",1495
3020081,"FORD",0
3020082,"FORD",1455
3020083,"FORD",2040
3020084,"FORD",1446
3020085,"FORD",1464
3020086,"FORD",2139
3020087,"FORD",0
3020088,"FORD",0
3020089,"FORD",0
3020090,"FORD",0
3020091,"FORD",2443
3020092,"FORD",1657
3020093,"FORD",2850
3020094,"FORD",2107
3020095,"FORD",1953
3020096,"FORD",0
3021002,"FORD",1930
3021005,"FORD",2350
3021006,"FORD",2350
3021008,"FORD",2350
3021012,"FORD",0
3021015,"FORD",2129
3021016,"FORD",2129
3021017,"FORD",1974
3021018,"FORD",2350
3021020,"FORD",2129
3021023,"FORD",2129
3021026,"FORD",1460
3021028,"FORD",1670
3021030,"FORD",1460
3021032,"FORD",2125
3021036,"FORD",1670
3021038,"FORD",2210
3021040,"FORD",0
3021042,"FORD",1930
3021043,"FORD",2178
3021044,"FORD",2129
3021045,"FORD",1920
3021046,"FORD",1900
3021047,"FORD",1725
3021048,"FORD",2129
3021049,"FORD",1725
3021050,"FORD",1460
3021052,"FORD",0
3021053,"FORD",2212
3021054,"FORD",2558
3021055,"FORD",2836
3021056,"FORD",2688
3021057,"FORD",1920
3021058,"FORD",0
3021059,"FORD",1725
3021060,"FORD",1460
3021061,"FORD",0
3021062,"FORD",0
3021063,"FORD",2515
3021064,"FORD",2883
3021065,"FORD",3305
3021066,"FORD",3078
3021067,"FORD",2170
3021068,"FORD",2092
3021069,"FORD",2439
3021070,"FORD",2515
3021071,"FORD",2203
3021072,"FORD",2058
3021073,"FORD",2324
3021074,"FORD",2219
3021075,"FORD",2081
3021076,"FORD",2203
3021077,"FORD",1446
3022001,"FORD",8285
3022002,"FORD",0
3022004,"FORD",5040
3022005,"FORD",26900
3022007,"FORD",0
3022008,"FORD",0
3022009,"FORD",0
3022011,"FORD",5356
3022012,"FORD",0
3022080,"FORD",0
3022082,"FORD",0
3022083,"FORD",0
3026006,"FORD",8285
3026007,"FORD",5040
3026009,"FORD",5356
3026080,"FORD",3050
3026081,"FORD",0
3026082,"FORD",0
3026083,"FORD",0
3026084,"FORD",0
3026085,"FORD",0
3026086,"FORD",0
3026087,"FORD",0
3026088,"FORD",8285
3117003,"MOTO GUZZI",224
3117004,"MOTO GUZZI",337
3117005,"MOTO GUZZI",179
3117006,"MOTO GUZZI",272
3117007,"MOTO GUZZI",231
3117008,"MOTO GUZZI",189
3201001,"HYUNDAI",1350
3201002,"HYUNDAI",1250
3201003,"HYUNDAI",1250
3201004,"HYUNDAI",1250
3201005,"HYUNDAI",1220
3201006,"HYUNDAI",1220
3201008,"HYUNDAI",1300
3201009,"HYUNDAI",1300
3201016,"HYUNDAI",1250
3201017,"HYUNDAI",1300
3201018,"HYUNDAI",0
3201019,"HYUNDAI",955
3201023,"HYUNDAI",1250
3201024,"HYUNDAI",1280
3201025,"HYUNDAI",1320
3201026,"HYUNDAI",1280
3201027,"HYUNDAI",1280
3201028,"HYUNDAI",952
3201031,"HYUNDAI",1050
3201032,"HYUNDAI",952
3201033,"HYUNDAI",952
3201035,"HYUNDAI",955
3201038,"HYUNDAI",952
3201040,"HYUNDAI",952
3201045,"HYUNDAI",818
3201047,"HYUNDAI",955
3201048,"HYUNDAI",955
3201050,"HYUNDAI",1156
3201051,"HYUNDAI",952
3201052,"HYUNDAI",952
3201053,"HYUNDAI",1250
3201054,"HYUNDAI",1250
3201055,"HYUNDAI",818
3201060,"HYUNDAI",955
3201061,"HYUNDAI",818
3201067,"HYUNDAI",955
3201068,"HYUNDAI",955
3201069,"HYUNDAI",1199
3201070,"HYUNDAI",1224
3201071,"HYUNDAI",1155
3201075,"HYUNDAI",955
3201080,"HYUNDAI",1259
3201081,"HYUNDAI",1234
3201082,"HYUNDAI",1250
3201085,"HYUNDAI",955
3201087,"HYUNDAI",955
3201088,"HYUNDAI",1156
3201089,"HYUNDAI",1100
3201090,"HYUNDAI",955
3201091,"HYUNDAI",1250
3201092,"HYUNDAI",952
3201093,"HYUNDAI",955
3201094,"HYUNDAI",955
3201095,"HYUNDAI",952
3201097,"HYUNDAI",1060
3201098,"HYUNDAI",955
3201099,"HYUNDAI",1060
3201100,"HYUNDAI",955
3201102,"HYUNDAI",1060
3201105,"HYUNDAI",955
3201108,"HYUNDAI",1000
3201109,"HYUNDAI",955
3201117,"HYUNDAI",1220
3201120,"HYUNDAI",952
3201122,"HYUNDAI",0
3201123,"HYUNDAI",0
3201127,"HYUNDAI",1199
3201132,"HYUNDAI",955
3201133,"HYUNDAI",884
3201139,"HYUNDAI",1000
3201140,"HYUNDAI",952
3201144,"HYUNDAI",884
3201148,"HYUNDAI",952
3201150,"HYUNDAI",1443
3201152,"HYUNDAI",884
3201153,"HYUNDAI",1220
3201154,"HYUNDAI",1420
3201155,"HYUNDAI",1443
3201157,"HYUNDAI",884
3201158,"HYUNDAI",952
3201159,"HYUNDAI",952
3201160,"HYUNDAI",952
3201161,"HYUNDAI",952
3201162,"HYUNDAI",952
3201163,"HYUNDAI",955
3201164,"HYUNDAI",955
3201165,"HYUNDAI",952
3201166,"HYUNDAI",955
3201167,"HYUNDAI",1000
3201169,"HYUNDAI",955
3201170,"HYUNDAI",955
3201171,"HYUNDAI",0
3201173,"HYUNDAI",955
3201174,"HYUNDAI",955
3201177,"HYUNDAI",955
3201178,"HYUNDAI",952
3201181,"HYUNDAI",1234
3201182,"HYUNDAI",1224
3201183,"HYUNDAI",1199
3201184,"HYUNDAI",1259
3201185,"HYUNDAI",955
3201186,"HYUNDAI",955
3201192,"HYUNDAI",1259
3201193,"HYUNDAI",1000
3201194,"HYUNDAI",1000
3201196,"HYUNDAI",955
3201198,"HYUNDAI",970
3201201,"HYUNDAI",955
3201202,"HYUNDAI",1058
3201203,"HYUNDAI",1058
3201204,"HYUNDAI",0
3201207,"HYUNDAI",0
3201208,"HYUNDAI",1058
3201209,"HYUNDAI",1000
3201211,"HYUNDAI",1250
3201216,"HYUNDAI",1209
3201217,"HYUNDAI",1221
3201218,"HYUNDAI",1209
3201219,"HYUNDAI",1221
3201220,"HYUNDAI",1209
3201221,"HYUNDAI",1221
3201222,"HYUNDAI",1058
3201223,"HYUNDAI",1058
3201224,"HYUNDAI",970
3201225,"HYUNDAI",0
3201226,"HYUNDAI",970
3201227,"HYUNDAI",1080
3201228,"HYUNDAI",1443
3201229,"HYUNDAI",1443
3201230,"HYUNDAI",1350
3201231,"HYUNDAI",1000
3201232,"HYUNDAI",1000
3201233,"HYUNDAI",1209
3201234,"HYUNDAI",1000
3201235,"HYUNDAI",880
3201236,"HYUNDAI",0
3201237,"HYUNDAI",0
3201238,"HYUNDAI",1300
3201239,"HYUNDAI",880
3201240,"HYUNDAI",1156
3201241,"HYUNDAI",1156
3201242,"HYUNDAI",1365
3201243,"HYUNDAI",880
3201244,"HYUNDAI",0
3201245,"HYUNDAI",0
3201246,"HYUNDAI",0
3201247,"HYUNDAI",0
3201248,"HYUNDAI",0
3201249,"HYUNDAI",0
3201250,"HYUNDAI",0
3201251,"HYUNDAI",0
3201252,"HYUNDAI",952
3201253,"HYUNDAI",0
3201254,"HYUNDAI",1280
3201255,"HYUNDAI",0
3201256,"HYUNDAI",0
3201257,"HYUNDAI",0
3201258,"HYUNDAI",0
3201259,"HYUNDAI",0
3201260,"HYUNDAI",0
3201261,"HYUNDAI",1411
3201262,"HYUNDAI",1035
3201263,"HYUNDAI",1035
3201264,"HYUNDAI",1035
3201265,"HYUNDAI",1035
3201266,"HYUNDAI",884
3201267,"HYUNDAI",0
3201268,"HYUNDAI",1035
3201269,"HYUNDAI",1035
3201270,"HYUNDAI",1209
3201271,"HYUNDAI",1281
3201272,"HYUNDAI",1281
3201273,"HYUNDAI",1307
3201274,"HYUNDAI",880
3201275,"HYUNDAI",1307
3201276,"HYUNDAI",1150
3201277,"HYUNDAI",1181
3201278,"HYUNDAI",1150
3201279,"HYUNDAI",1150
3201280,"HYUNDAI",1181
3201281,"HYUNDAI",1035
3201282,"HYUNDAI",1035
3201283,"HYUNDAI",1035
3201284,"HYUNDAI",1035
3201285,"HYUNDAI",1035
3201286,"HYUNDAI",1165
3201287,"HYUNDAI",1200
