"Estado","Nacionalidad","Combustible","Puertas","Transmision","Codigo"
"Activo","CAN","GSL",5,"4X4",1608053
"Activo","USA","GSL",5,"4X4",1608054
"Activo","TAI","DSL",5,"4X4",1608055
"Activo","TAI","DSL",5,"4X4",1608056
"Activo","USA","GSL",5,"4X4",1608057
"Activo","BRA","DSL",5,"4X4",1608058
"Activo","COL","DSL",2,"6X4",1610001
"Activo","COL","GSL",2,"4X2",1610002
"Activo","COL","DSL",2,"4X2",1610003
"Activo","COL","DSL",2,"4X2",1610004
"Activo","COL","GSL",2,"4X2",1610005
"Activo","COL","DSL",2,"6X4",1610006
"Activo","COL","GSL",2,"4X2",1610008
"Activo","COL","DSL",2,"6X4",1610010
"Activo","COL","GSL",2,"4X2",1610012
"Activo","COL","DSL",2,"4X2",1610013
"Activo","COL","DSL",2,"4X2",1610014
"Activo","COL","DSL",2,"4X2",1610015
"Activo","COL","DSL",2,"4X2",1610016
"Activo","COL","GSL",2,"4X2",1610017
"Activo","COL","DSL",2,"4X2",1610018
"Activo","COL","DSL",2,"4X2",1610019
"Activo","COL","DSL",2,"6X4",1610020
"Activo","COL","DSL",2,"4X2",1610022
"Activo","COL","DSL",2,"4X2",1610023
"Activo","COL","DSL",2,"4X2",1610024
"Activo","COL","DSL",2,"4X2",1610027
"Activo","COL","DSL",2,"4X2",1610031
"Activo","COL","DSL",2,"4X2",1610032
"Activo","COL","DSL",2,"4X2",1610033
"Activo","COL","DSL",2,"4X2",1610034
"Activo","COL","DSL",2,"4X2",1610035
"Activo","COL","DSL",2,"4X2",1610036
"Activo","COL","DSL",2,"4X2",1610037
"Activo","COL","DSL",2,"4X2",1610038
"Activo","COL","DSL",2,"4X2",1610039
"Activo","COL","DSL",2,"4X2",1610040
"Activo","COL","DSL",2,"4X2",1610041
"Activo","COL","DSL",2,"4X2",1610042
"Activo","COL","DSL",2,"6X4",1610043
"Activo","COL","DSL",2,"4X2",1610044
"Activo","COL","DSL",2,"4X2",1610045
"Activo","COL","DSL",2,"6X4",1610046
"Activo","COL","DSL",2,"4X2",1610047
"Activo","COL","DSL",2,"4X2",1610048
"Activo","COL","DSL",2,"4X2",1610049
"Activo","COL","DSL",2,"4X2",1610050
"Activo","COL","DSL",2,"4X2",1610051
"Activo","COL","DSL",2,"4X2",1610052
"Activo","COL","DSL",2,"4X2",1610053
"Activo","COL","DSL",2,"4X2",1610054
"Activo","COL","DSL",2,"4X2",1610055
"Activo","COL","DSL",2,"4X2",1610056
"Activo","COL","DSL",2,"4X2",1610057
"Activo","COL","DSL",2,"4X2",1610058
"Activo","COL","DSL",2,"4X2",1610059
"Activo","COL","DSL",2,"4X2",1610060
"Activo","COL","DSL",2,"4X2",1610061
"Activo","COL","DSL",2,"6X4",1610062
"Activo","COL","DSL",2,"4X2",1610063
"Activo","COL","DSL",2,"4X2",1610064
"Activo","COL","DSL",2,"4X2",1610065
"Activo","COL","DSL",2,"4X2",1610066
"Activo","COL","DSL",2,"4X2",1610067
"Activo","COL","DSL",2,"4X2",1610068
"Activo","COL","DSL",2,"4X2",1610069
"Activo","COL","DSL",2,"4X2",1610070
"Activo","COL","DSL",2,"4X2",1610071
"Activo","COL","DSL",2,"4X2",1610072
"Activo","COL","DSL",2,"4X2",1610073
"Activo","COL","DSL",2,"4X2",1610074
"Activo","COL","DSL",2,"4X2",1610075
"Activo","COL","DSL",2,"4X2",1610076
"Activo","COL","DSL",2,"4X2",1610077
"Activo","COL","DSL",2,"6X4",1610078
"Activo","COL","DSL",2,"4X2",1610079
"Activo","COL","DSL",2,"6X4",1610080
"Activo","COL","DSL",2,"4X2",1610081
"Activo","COL","GSL",2,"4X4",1611027
"Activo","COL","DSL",2,"4X2",1611031
"Activo","COL","DSL",2,"4X2",1611039
"Activo","COL","GSL",2,"4X2",1611043
"Activo","COL","DSL",2,"4X2",1611045
"Activo","COL","DSL",2,"4X2",1611047
"Activo","VEN","GSL",2,"4X2",1611049
"Activo","JAP","DSL",2,"4X2",1611050
"Activo","COL","DSL",2,"4X2",1611052
"Activo","COL","GSL",2,"4X2",1611053
"Activo","COL","DSL",2,"4X2",1611054
"Activo","COL","DSL",2,"4X2",1611055
"Activo","COL","DSL",2,"4X2",1611056
"Activo","JAP","DSL",2,"6X4",1611057
"Activo","JAP","DSL",2,"4X2",1611058
"Activo","CHL","DSL",2,"4X2",1611059
"Activo","COL","DSL",2,"4X2",1611062
"Activo","ECU","DSL",2,"4X2",1611064
"Activo","COL","DSL",2,"4X2",1611065
"Activo","COL","DSL",2,"6X4",1611066
"Activo","COL","DSL",2,"4X2",1611067
"Activo","COL","DSL",2,"4X2",1611068
"Activo","COL","DSL",2,"4X2",1611080
"Activo","COL","DSL",2,"6X4",1611081
"Activo","COL","DSL",2,"4X2",1611083
"Activo","JAP","DSL",2,"4X2",1611084
"Activo","COL","DSL",2,"4X2",1611085
"Activo","JAP","DSL",2,"4X2",1611086
"Activo","COL","DSL",2,"4X2",1611087
"Activo","COL","DSL",2,"4X2",1611089
"Activo","COL","DSL",2,"4X2",1611090
"Activo","COL","DSL",2,"4X2",1611091
"Activo","COL","DSL",2,"4X2",1611092
"Activo","COL","DSL",2,"4X2",1611093
"Activo","COL","DSL",2,"4X2",1611094
"Activo","ECU","GSL",2,"4X2",1611095
"Activo","ECU","DSL",2,"4X2",1611096
"Activo","COL","DSL",2,"4X2",1611097
"Activo","COL","DSL",2,"4X2",1611098
"Activo","COL","DSL",2,"4X2",1611099
"Activo","COL","DSL",2,"4X2",1611100
"Activo","COL","DSL",2,"4X2",1611101
"Activo","COL","DSL",0,"4X2",1611102
"Activo","COL","GSL",2,"4X2",1611103
"Activo","COL","DSL",2,"4X2",1611104
"Activo","JAP","DSL",2,"6X4",1611105
"Activo","COL","DSL",2,"6X4",1611106
"Activo","COL","DSL",2,"4X2",1611107
"Activo","COL","DSL",2,"4X2",1611108
"Activo","COL","DSL",0,"4X2",1611109
"Activo","COL","DSL",2,"4X2",1611110
"Activo","COL","DSL",2,"4X2",1611111
"Activo","COL","DSL",2,"6X4",1611112
"Activo","COL","DSL",2,"4X2",1611114
"Activo","ECU","GSL",3,"4X4",1611115
"Activo","COL","DSL",2,"4X2",1611116
"Activo","COL","DSL",2,"4X2",1611117
"Activo","COL","DSL",2,"4X2",1611118
"Activo","COL","DSL",2,"4X2",1611119
"Activo","COL","DSL",2,"4X2",1611120
"Activo","COL","DSL",2,"4X2",1611121
"Activo","COL","DSL",2,"4X2",1611122
"Activo","COL","DSL",2,"4X2",1611123
"Activo","COL","DSL",2,"4X2",1611124
"Activo","COL","DSL",2,"6x4",1611125
"Activo","COL","DSL",2,"6X4",1611126
"Activo","COL","DSL",2,"4X2",1611127
"Activo","COL","DSL",0,"4X2",1611128
"Activo","COL","DSL",0,"4X2",1611129
"Activo","COL","DSL",0,"4X2",1611130
"Activo","COL","DSL",2,"4X2",1611131
"Activo","COL","DSL",2,"4X2",1611132
"Activo","COL","DSL",2,"4X2",1611133
"Activo","COL","DSL",2,"4X2",1611134
"Activo","COL","DSL",0,"4X2",1611135
"Activo","COL","DSL",0,"4X2",1611136
"Activo","COL","DSL",0,"4X2",1611137
"Activo","COL","DSL",2,"4X2",1611138
"Activo","COL","DSL",2,"4X2",1611139
"Activo","COL","DSL",2,"4X2",1611140
"Activo","COL","DSL",2,"4X2",1611141
"Activo","COL","DSL",2,"4X2",1611142
"Activo","COL","DSL",2,"4X2",1611143
"Activo","COL","DSL",2,"4X2",1611144
"Activo","COL","DSL",2,"4X2",1611145
"Activo","COL","DSL",2,"4X2",1611146
"Activo","COL","DSL",2,"4X2",1611147
"Activo","COL","DSL",2,"4X2",1611148
"Activo","COL","DSL",2,"4X2",1611149
"Activo","COL","DSL",0,"4X2",1611150
"Activo","COL","DSL",2,"4X2",1611151
"Activo","COL","DSL",2,"6X4",1611152
"Activo","COL","DSL",2,"6X4",1611153
"Activo","COL","DSL",2,"4X2",1611154
"Activo","COL","DSL",2,"4X2",1611155
"Activo","ECU","DSL",2,"4X2",1611156
"Activo","COL","DSL",2,"4X2",1611157
"Activo","COL","DSL",2,"4X2",1611158
"Activo","COL","DSL",2,"4X2",1611159
"Activo","COL","DSL",2,"4X2",1611160
"Activo","COL","DSL",0,"4X2",1611161
"Activo","COL","DSL",0,"4X2",1611162
"Activo","COL","DSL",2,"4X2",1611163
"Activo","COL","DSL",2,"6X4",1612002
"Activo","COL","GSL",2,"4X2",1612003
"Activo","COL","GSL",2,"4X2",1612005
"Activo","COL","GSL",2,"4X2",1612006
"Activo","COL","GSL",2,"4X2",1612007
"Activo","COL","GSL",2,"4X2",1612008
"Activo","COL","DSL",2,"4X2",1612009
"Activo","COL","GSL",2,"4X2",1612011
"Activo","COL","DSL",2,"4X2",1612012
"Activo","COL","DSL",2,"4X2",1612013
"Activo","COL","DSL",2,"4X2",1612014
"Activo","COL","GSL",2,"4X2",1612016
"Activo","COL","GSL",2,"4X2",1612017
"Activo","COL","GSL",2,"4X4",1612018
"Activo","COL","DSL",2,"6X4",1612022
"Activo","COL","GSL",2,"4X2",1612031
"Activo","COL","GSL",2,"4X4",1612032
"Activo","COL","DSL",2,"6X4",1612035
"Activo","COL","DSL",2,"6X4",1612037
"Activo","COL","DSL",2,"4X2",1612039
"Activo","COL","DSL",2,"4X2",1612040
"Activo","COL","DSL",2,"4X2",1612041
"Activo","COL","DSL",2,"4X2",1612042
"Activo","VEN","GSL",2,"4X2",1612046
"Activo","COL","DSL",2,"4X2",1612050
"Activo","COL","GSL",2,"4X2",1612051
"Activo","COL","DSL",2,"4X2",1612052
"Activo","COL","DSL",2,"4X2",1612054
"Activo","COL","GSL",2,"4X2",1612055
"Activo","COL","DSL",2,"4X2",1612056
"Activo","COL","DSL",2,"4X2",1612058
"Activo","COL","DSL",2,"4X2",1612060
"Activo","COL","DSL",2,"4X2",1612061
"Activo","COL","GSL",2,"4X2",1612062
"Activo","COL","GSL",2,"4X2",1612063
"Activo","COL","GSL",2,"4X4",1612064
"Activo","COL","DSL",2,"4X2",1612066
"Activo","CHL","DSL",2,"4X2",1612067
"Activo","COL","DSL",2,"4X2",1612068
"Activo","JAP","DSL",2,"4X2",1612069
"Activo","COL","DSL",2,"4X2",1612071
"Activo","COL","DSL",2,"4X2",1612073
"Activo","ECU","GSL",2,"4X2",1612075
"Activo","ECU","DSL",2,"4X2",1612076
"Activo","COL","GSL",2,"4X2",1612077
"Activo","COL","DSL",2,"6X4",1612081
"Activo","ECU","DSL",2,"4X2",1612083
"Activo","COL","DSL",2,"4X2",1612084
"Activo","COL","DSL",2,"4X2",1612085
"Activo","COL","DSL",2,"4X2",1612090
"Activo","COL","DSL",2,"4X2",1612091
"Activo","COL","DSL",2,"4X2",1612092
"Activo","COL","DSL",2,"4X2",1612093
"Activo","COL","DSL",2,"4X2",1612094
"Activo","COL","DSL",2,"4X2",1612095
"Activo","COL","DSL",2,"4X2",1612096
"Activo","COL","DSL",2,"4X2",1612097
"Activo","COL","DSL",2,"4X2",1612099
"Activo","COL","DSL",2,"4X2",1612100
"Activo","COL","DSL",2,"4X2",1612101
"Activo","JAP","DSL",2,"4X2",1612102
"Activo","JAP","DSL",2,"4X2",1612103
"Activo","JAP","DSL",2,"4X2",1612104
"Activo","COL","DSL",2,"4X2",1612107
"Activo","JAP","DSL",2,"4X2",1612108
"Activo","COL","DSL",2,"4X2",1612110
"Activo","ECU","DSL",2,"4X2",1612111
"Activo","COL","DSL",2,"4X2",1612112
"Activo","COL","DSL",2,"4X2",1612113
"Activo","COL","DSL",2,"4X2",1612114
"Activo","ECU","DSL",2,"4X2",1612115
"Activo","ECU","GSL",2,"4X2",1612116
"Activo","COL","GSL",2,"4X2",1612117
"Activo","COL","DSL",2,"4X2",1612118
"Activo","COL","DSL",2,"4X2",1612119
"Activo","COL","DSL",2,"4X2",1612120
"Activo","COL","DSL",2,"4X2",1612121
"Activo","COL","DSL",2,"4X2",1612122
"Activo","COL","DSL",2,"4X2",1612123
"Activo","ECU","DSL",2,"4X2",1612124
"Activo","ECU","GSL",2,"4X2",1612125
"Activo","ECU","DSL",2,"4X4",1612126
"Activo","COL","GSL",2,"4X2",1612127
"Activo","ECU","GSL",3,"4X4",1612128
"Activo","COL","DSL",2,"4X2",1612129
"Activo","COL","DSL",2,"6X4",1612130
"Activo","COL","DSL",2,"4X2",1612131
"Activo","COL","DSL",2,"4X2",1612132
"Activo","COL","DSL",2,"4X2",1612133
"Activo","COL","DSL",2,"4X2",1612134
"Activo","COL","DSL",2,"4X2",1612135
"Activo","COL","DSL",2,"4X2",1612136
"Activo","COL","DSL",2,"4X2",1612137
"Activo","COL","DSL",2,"4X2",1612138
"Activo","COL","DSL",2,"4X2",1612139
"Activo","COL","DSL",2,"4X2",1612140
"Activo","COL","DSL",2,"4X2",1612141
"Activo","ECU","GSL",2,"4X2",1612142
"Activo","COL","DSL",2,"4X2",1612143
"Activo","COL","DSL",2,"4X2",1612144
"Activo","COL","DSL",2,"4X2",1612145
"Activo","COL","DSL",2,"4X2",1612146
"Activo","COL","DSL",2,"6X4",1612147
"Activo","COL","DSL",2,"4X2",1612148
"Activo","COL","DSL",2,"4X2",1612149
"Activo","ECU","DSL",2,"4X4",1612150
"Activo","ECU","DSL",2,"4X2",1612151
"Activo","COL","DSL",2,"4X2",1612152
"Activo","COL","DSL",2,"4X2",1612153
"Activo","COL","DSL",2,"4X2",1612154
"Activo","COL","DSL",2,"4X2",1612155
"Activo","COL","DSL",2,"4X2",1612156
"Activo","ECU","DSL",2,"4X2",1612157
"Activo","COL","DSL",2,"4X2",1612158
"Activo","COL","DSL",2,"4X2",1612159
"Activo","COL","DSL",2,"4X2",1612160
"Activo","COL","DSL",2,"4X2",1612161
"Activo","COL","DSL",2,"4X2",1612162
"Activo","COL","DSL",2,"4X2",1612163
"Activo","COL","DSL",2,"4X2",1612164
"Activo","COL","DSL",2,"4X2",1612165
"Activo","COL","DSL",2,"4X2",1612166
"Activo","COL","DSL",2,"4X2",1612167
"Activo","COL","DSL",2,"4X2",1612168
"Activo","CHI","GSL",2,"4X2",1612169
"Activo","COL","DSL",2,"4X2",1612170
"Activo","COL","DSL",2,"4X2",1612171
"Activo","COL","DSL",2,"4X2",1612172
"Activo","CHI","GSL",2,"4X2",1612173
"Activo","COL","DSL",2,"4X2",1612174
"Activo","ECU","DSL",2,"4X2",1612175
"Activo","COL","DSL",2,"4X2",1612176
"Activo","COL","DSL",2,"4X2",1612177
"Activo","COL","DSL",2,"4X2",1612178
"Activo","COL","DSL",2,"4X2",1612179
"Activo","COL","DSL",2,"4X2",1612180
"Activo","COL","DSL",2,"4X2",1612181
"Activo","COL","DSL",2,"4X2",1612182
"Activo","COL","DSL",2,"4X2",1612183
"Activo","COL","",2,"",1620003
"Activo","JAP","",2,"",1620012
"Activo","COL","GSL",2,"",1620014
"Activo","COL","GSL",2,"",1620016
"Activo","COL","GSL",2,"",1620020
"Activo","COL","GSL",2,"",1620022
"Activo","COL","GSL",2,"4X2",1620040
"Activo","COL","GSL",2,"4X4",1620041
"Activo","COL","GSL",2,"4X2",1620042
"Activo","COL","GSL",2,"4X4",1620043
"Activo","USA","GSL",2,"4X4",1620046
"Activo","CHL","GSL",2,"4X2",1620052
"Activo","VEN","GSL",2,"4X2",1620054
"Activo","VEN","GSL",2,"4X4",1620055
"Activo","VEN","GSL",2,"4X2",1620057
"Activo","COL","GSL",2,"",1620058
"Activo","COL","GSL",2,"",1620059
"Activo","COL","GSL",2,"4X2",1620060
"Activo","COL","GSL",2,"4X2",1620061
"Activo","COL","GSL",2,"4X4",1620062
"Activo","COL","GSL",2,"4X4",1620063
"Activo","COL","GSL",2,"4X2",1620064
"Activo","COL","GSL",2,"4X2",1620066
"Activo","CHL","GSL",2,"4X2",1620067
"Activo","COL","GSL",2,"4X2",1620068
"Activo","COL","DSL",2,"4X2",1620072
"Activo","VEN","GSL",2,"4X2",1620074
"Activo","VEN","GSL",2,"4X2",1620077
"Activo","COL","DSL",2,"4X2",1620080
"Activo","COL","GSL",2,"",1620085
"Activo","COL","",2,"",1620087
"Activo","VEN","GSL",2,"4X4",1620088
"Activo","VEN","GSL",2,"4X2",1620089
"Activo","VEN","GSL",2,"4X2",1620093
"Activo","VEN","GSL",2,"4X2",1620094
"Activo","VEN","GSL",2,"4X2",1620096
"Activo","USA","GSL",2,"4X4",1620097
"Activo","ECU","DSL",2,"4X2",1620100
"Activo","ECU","GSL",2,"4X2",1620101
"Activo","ECU","GSL",2,"4X4",1620102
"Activo","ECU","DSL",2,"4X2",1620103
"Activo","ECU","GSL",2,"4X4",1620104
"Activo","VEN","GSL",2,"4X2",1620106
"Activo","ECU","GSL",2,"4X2",1620107
"Activo","VEN","GSL",2,"4X2",1620111
"Activo","VEN","GSL",2,"4X2",1620112
"Activo","VEN","GSL",2,"4X2",1620114
"Activo","USA","GSL",2,"4X2",1620117
"Activo","ECU","GSL",2,"4X2",1620118
"Activo","ECU","GSL",2,"4X2",1620119
"Activo","ECU","DSL",2,"4X2",1620120
"Activo","ECU","DSL",2,"4X4",1620121
"Activo","ECU","DSL",2,"4X4",1620122
"Activo","ECU","DSL",2,"4X2",1620123
"Activo","MEX","GSL",2,"4X2",1620124
"Activo","ECU","DSL",2,"4X4",1620125
"Activo","ECU","DSL",2,"4x2",1620126
"Activo","ECU","DSL",2,"4X4",1620127
"Activo","ECU","DSL",2,"4X2",1620128
"Activo","CHI","GSL",2,"4X2",1620129
"Activo","CHI","GSL",2,"4X2",1620130
"Activo","USA","GSL",2,"4X2",1620131
"Activo","COL","",4,"",1621001
"Activo","COL","",4,"",1621002
"Activo","COL","GSL",4,"4X2",1621004
"Activo","COL","GSL",4,"4X4",1621005
"Activo","COL","GSL",4,"4X4",1621006
"Activo","COL","GSL",4,"4X2",1621007
"Activo","COL","GSL",4,"4X4",1621015
"Activo","COL","GSL",4,"4X2",1621016
"Activo","CHL","GSL",4,"4X4",1621020
"Activo","COL","GSL",4,"4X2",1621021
"Activo","COL","GSL",4,"4X4",1621023
"Activo","CHL","DSL",4,"4X4",1621024
"Activo","CHL","DSL",4,"4X2",1621025
"Activo","ECU","DSL",4,"4X2",1621027
"Activo","ECU","DSL",4,"4X4",1621031
"Activo","ECU","DSL",4,"4X2",1621034
"Activo","ECU","GSL",4,"4X2",1621037
"Activo","ECU","GSL",4,"4X4",1621040
"Activo","ECU","GSL",4,"4X4",1621047
"Activo","ECU","GSL",4,"4X4",1621048
"Activo","MEX","GSL",4,"4X4",1621050
"Activo","MEX","GSL",4,"4X2",1621082
"Activo","ECU","DSL",4,"4X4",1621083
"Activo","ECU","GSL",4,"4X2",1621084
"Activo","ECU","GSL",4,"4X4",1621085
"Activo","ECU","DSL",4,"4X2",1621086
"Activo","ECU","GSL",4,"4X4",1621087
"Activo","ECU","DSL",4,"4X4",1621088
"Activo","MEX","HBD",4,"4X2",1621089
"Activo","ECU","DSL",4,"4X4",1621090
"Activo","ECU","DSL",4,"4X2",1621091
"Activo","ECU","DSL",4,"4X4",1621092
"Activo","COL","DSL",2,"6X4",1622002
"Activo","COL","DSL",2,"6X4",1622004
"Activo","COL","DSL",2,"6X4",1622007
"Activo","COL","DSL",2,"4X2",1622009
"Activo","COL","DSL",2,"6X4",1622010
"Activo","COL","DSL",2,"4X2",1622012
"Activo","COL","DSL",2,"4X2",1622013
"Activo","JAP","DSL",2,"4X2",1622014
"Activo","COL","DSL",2,"4X2",1622015
"Activo","JAP","DSL",2,"4X2",1622017
"Activo","COL","DSL",2,"4X2",1622081
"Activo","JAP","DSL",2,"6X4",1622082
"Activo","VEN","DSL",2,"6X4",1622083
"Activo","COL","DSL",2,"4X2",1622084
"Activo","COL","DSL",2,"4X2",1626002
"Activo","COL","GSL",2,"4X2",1626003
"Activo","COL","GSL",2,"4X2",1626004
"Activo","COL","DSL",2,"6X4",1626005
"Activo","COL","DSL",2,"4X2",1626008
"Activo","COL","DSL",2,"6X4",1626010
"Activo","COL","GSL",2,"4X2",1626011
"Activo","COL","DSL",2,"4X2",1626012
"Activo","COL","DSL",2,"4X2",1626013
"Activo","COL","DSL",2,"4X2",1626015
"Activo","COL","DSL",2,"4X2",1626017
"Activo","COL","DSL",2,"4X2",1626019
"Activo","COL","DSL",2,"4X2",1626082
"Activo","COL","DSL",2,"6X4",1626083
"Activo","VEN","DSL",2,"6X4",1626084
"Activo","JAP","DSL",2,"4X2",1626085
"Activo","JAP","DSL",2,"4X2",1626086
"Activo","COL","DSL",2,"4X2",1626087
"Activo","COL","DSL",2,"6X4",1626088
"Activo","COL","DSL",2,"4X2",1626089
"Activo","JAP","DSL",2,"6X4",1626090
"Activo","COL","DSL",2,"4X2",1626091
"Activo","COL","DSL",2,"4X2",1626092
"Activo","COL","DSL",2,"4X2",1626093
"Activo","COL","DSL",2,"4X2",1626094
"Activo","COL","DSL",2,"4X2",1626095
"Activo","COL","DSL",2,"4X2",1626096
"Activo","COL","DSL",2,"6X4",1626097
"Activo","COL","DSL",2,"4X2",1626098
"Activo","COL","DSL",2,"4X2",1626099
"Activo","COL","DSL",2,"4X2",1626100
"Activo","COL","DSL",2,"4X2",1626101
"Activo","COL","DSL",2,"4X2",1626102
"Activo","COL","DSL",2,"4X2",1626103
"Activo","COL","DSL",2,"4X2",1626104
"Activo","COL","DSL",2,"4X2",1626105
"Activo","COL","DSL",2,"6X4",1626106
"Activo","COL","DSL",2,"4X2",1626107
"Activo","COL","DSL",2,"6X4",1626108
"Activo","COL","DSL",2,"4X2",1626109
"Activo","COL","DSL",2,"4X2",1626110
"Activo","USA","GSL",2,"4X2",1701002
"Activo","MEX","GSL",5,"4X2",1701006
"Activo","USA","GSL",4,"4X2",1701007
"Activo","USA","GSL",4,"4X2",1701009
"Activo","MEX","GSL",5,"4X2",1701010
"Activo","USA","GSL",4,"4X2",1701011
"Activo","CAN","GSL",4,"4X2",1701012
"Activo","USA","GSL",4,"4X2",1701013
"Activo","USA","GSL",2,"4X2",1701014
"Activo","USA","GSL",3,"4X2",1706001
"Activo","USA","GSL",5,"4X2",1706002
"Activo","USA","GSL",5,"4X2",1706004
"Activo","USA","GSL",5,"4X2",1706005
"Activo","USA","GSL",5,"4X2",1706006
"Activo","USA","GSL",3,"4X2",1706008
"Activo","USA","GSL",5,"4X2",1706009
"Activo","USA","GSL",5,"4X4",1706056
"Activo","USA","GSL",5,"4X2",1706057
"Activo","USA","GSL",5,"4X4",1706058
"Activo","USA","GSL",5,"4X2",1706059
"Activo","USA","GSL",5,"4X2",1706060
"Activo","USA","GSL",5,"4X2",1706061
"Activo","FRA","",5,"",1801009
"Activo","FRA","GSL",3,"4X2",1801010
"Activo","FRA","GSL",5,"4X2",1801011
"Activo","FRA","GSL",5,"4X2",1801012
"Activo","FRA","GSL",5,"4X2",1801013
"Activo","FRA","GSL",5,"4X2",1801014
"Activo","FRA","GSL",5,"4X2",1801015
"Activo","FRA","GSL",5,"4X2",1801016
"Activo","FRA","GSL",5,"4X2",1801018
"Activo","FRA","GSL",5,"4X2",1801020
"Activo","FRA","GSL",5,"4X2",1801021
"Activo","FRA","GSL",5,"4X2",1801022
"Activo","FRA","GSL",5,"4X2",1801023
"Activo","FRA","GSL",5,"4X2",1801024
"Activo","FRA","GSL",5,"4X2",1801025
"Activo","FRA","GSL",5,"4X2",1801026
"Activo","FRA","GSL",3,"4X2",1801027
"Activo","FRA","GSL",3,"4X2",1801028
"Activo","FRA","GSL",3,"4X2",1801029
"Activo","FRA","GSL",5,"4X2",1801031
"Activo","FRA","GSL",5,"4X2",1801032
"Activo","FRA","GSL",3,"4X2",1801034
"Activo","FRA","GSL",5,"4X2",1801036
"Activo","FRA","GSL",5,"4X2",1801037
"Activo","FRA","GSL",3,"4X2",1801042
"Activo","FRA","GSL",5,"4X2",1801043
"Activo","FRA","GSL",3,"4X2",1801044
"Activo","FRA","GSL",5,"4X2",1801045
"Activo","FRA","GSL",4,"4X2",1801046
"Activo","FRA","GSL",5,"4X2",1801049
"Activo","FRA","GSL",4,"4X2",1801050
"Activo","FRA","GSL",3,"4X2",1801052
"Activo","FRA","GSL",4,"4X2",1801054
"Activo","FRA","GSL",5,"4X2",1801060
"Activo","FRA","GSL",5,"4X2",1801061
"Activo","FRA","GSL",5,"4X2",1801062
"Activo","FRA","GSL",5,"4X2",1801063
"Activo","FRA","GSL",5,"4X2",1801065
"Activo","FRA","GSL",5,"4X2",1801070
"Activo","FRA","GSL",3,"4X2",1801072
"Activo","FRA","GSL",3,"4X2",1801073
"Activo","FRA","GSL",5,"4X2",1801074
"Activo","FRA","GSL",5,"4X2",1801077
"Activo","FRA","GSL",5,"4X2",1801078
"Activo","FRA","GSL",5,"4X2",1801079
"Activo","FRA","GSL",5,"4X2",1801081
"Activo","FRA","GSL",5,"4X2",1801082
"Activo","FRA","GSL",5,"4X2",1801084
"Activo","FRA","GSL",5,"4X2",1801086
"Activo","FRA","DSL",5,"4X2",1801087
"Activo","FRA","GSL",3,"4X2",1801088
"Activo","FRA","GSL",3,"4X2",1801089
"Activo","FRA","GSL",3,"4X2",1801090
"Activo","FRA","DSL",3,"4X2",1801091
"Activo","FRA","DSL",5,"4X2",1801092
"Activo","BRA","GSL",5,"4X2",1801093
"Activo","BRA","GSL",5,"4X2",1801094
"Activo","FRA","GSL",5,"4X2",1801095
"Activo","FRA","GSL",4,"4X2",1801096
"Activo","FRA","GSL",4,"4X2",1801097
"Activo","FRA","DSL",5,"4X2",1801098
"Activo","FRA","GSL",5,"4X2",1801099
"Activo","FRA","GSL",3,"4X2",1801100
"Activo","FRA","GSL",5,"4X2",1801101
"Activo","FRA","GSL",4,"4X2",1801102
"Activo","BRA","GSL",5,"4X2",1801103
"Activo","FRA","GSL",5,"4X2",1801104
"Activo","FRA","GSL",5,"4X2",1801105
"Activo","FRA","GSL",4,"4X2",1801106
"Activo","FRA","GSL",3,"4X2",1801107
"Activo","FRA","GSL",3,"4X2",1801108
"Activo","FRA","GSL",5,"4X2",1801109
"Activo","FRA","GSL",5,"4X2",1801110
"Activo","FRA","GSL",4,"4X2",1801111
"Activo","FRA","GSL",3,"4X2",1801112
"Activo","FRA","GSL",4,"4X2",1801113
"Activo","FRA","GSL",4,"4X2",1801114
"Activo","FRA","DSL",4,"4X2",1801115
"Activo","FRA","GSL",5,"4X2",1801116
"Activo","FRA","GSL",5,"4X2",1801117
"Activo","FRA","GSL",5,"4X2",1801118
"Activo","FRA","GSL",5,"4X2",1801119
"Activo","FRA","GSL",5,"4X2",1801120
"Activo","FRA","GSL",5,"4X2",1801121
"Activo","FRA","GSL",4,"4X2",1801122
"Activo","FRA","GSL",4,"4X2",1801123
"Activo","FRA","DSL",5,"4X2",1801124
"Activo","FRA","DSL",5,"4X2",1801125
"Activo","FRA","DSL",3,"4X2",1803002
"Activo","FRA","DSL",3,"4X2",1803003
"Activo","FRA","DSL",3,"4X2",1803004
"Activo","FRA","DSL",3,"4X2",1803005
"Activo","FRA","DSL",4,"4X2",1803006
"Activo","FRA","GSL",5,"4X2",1806005
"Activo","FRA","",5,"",1806006
"Activo","FRA","GSL",5,"4X2",1806008
"Activo","FRA","GSL",5,"4X2",1806009
"Activo","FRA","GSL",5,"4X2",1806010
"Activo","FRA","GSL",5,"4X2",1806011
"Activo","FRA","GSL",5,"4X2",1806012
"Activo","FRA","GSL",5,"4X2",1806013
"Activo","FRA","GSL",5,"4X2",1806014
"Activo","FRA","",5,"",1806015
"Activo","FRA","DSL",5,"4X2",1806018
"Activo","FRA","DSL",5,"4X2",1806020
"Activo","FRA","GSL",5,"4X2",1806021
"Activo","FRA","GSL",5,"4X2",1806022
"Activo","FRA","GSL",5,"4X2",1806023
"Activo","FRA","GSL",5,"4X2",1806024
